"Generation","Best Fitness","Worst Fitness","Mean Fitness","Standard Deviation","Best Lifespan","Worst Lifespan","Mean Lifespan","Standard Deviation Lifespan","Died","Reached end"
"35","1.0","0.0","0.368","0.48226133993924913","36.0","1000.0","484.48","311.6391785382575","0.484","0.368"
"36","1.0","0.0","0.348","0.47633601585435464","25.0","1000.0","479.264","312.71513283498126","0.516","0.348"
"37","1.0","0.0","0.28","0.44899888641287294","18.0","1000.0","448.312","320.30185553006095","0.592","0.28"
"38","1.0","0.0","0.344","0.4750410508577127","25.0","1000.0","472.908","317.78832504672033","0.512","0.344"
"39","1.0","0.0","0.368","0.48226133993924913","24.0","1000.0","496.532","308.099388146098","0.484","0.368"
"40","1.0","0.0","0.316","0.46491289506745237","35.0","1000.0","500.792","326.68160146540254","0.504","0.316"
"41","1.0","0.0","0.28","0.44899888641287294","19.0","1000.0","465.884","305.2066947889576","0.592","0.28"
"42","1.0","0.0","0.252","0.43416126036301306","21.0","1000.0","474.676","314.5978814677559","0.588","0.252"
"43","1.0","0.0","0.32","0.466476151587624","25.0","1000.0","463.152","315.9246759846403","0.556","0.32"
"44","1.0","0.0","0.284","0.45093680266751346","25.0","1000.0","517.96","335.531706996522","0.504","0.284"
"45","1.0","0.0","0.304","0.4599826083668816","25.0","1000.0","501.576","319.6940228155665","0.54","0.304"
"46","1.0","0.0","0.34","0.4737087712930804","30.0","1000.0","480.824","315.5074024868513","0.536","0.34"
"47","1.0","0.0","0.308","0.46166654632970755","28.0","1000.0","499.336","328.99802902753095","0.512","0.308"
"48","1.0","0.0","0.332","0.47093099282166595","27.0","1000.0","528.696","312.5498289617194","0.528","0.332"
"49","1.0","0.0","0.344","0.4750410508577127","25.0","1000.0","502.42","318.4118772910334","0.488","0.344"
"50","1.0","0.0","0.332","0.47093099282166595","35.0","1000.0","522.2","323.2361860930794","0.476","0.332"
"51","1.0","0.0","0.328","0.4694848240358787","23.0","1000.0","481.256","325.024956678714","0.512","0.328"
"52","1.0","0.0","0.32","0.466476151587624","31.0","1000.0","491.66","323.612942262821","0.524","0.32"
"53","1.0","0.0","0.264","0.44079927404658914","24.0","1000.0","525.152","323.7461612065847","0.556","0.264"
"54","1.0","0.0","0.288","0.452831094338717","21.0","1000.0","493.476","320.9090983814575","0.536","0.288"
"55","1.0","0.0","0.316","0.46491289506745237","28.0","1000.0","517.396","326.1161866329238","0.528","0.316"
"56","1.0","0.0","0.324","0.46799999999999997","18.0","1000.0","482.372","319.06541275418743","0.528","0.324"
"57","1.0","0.0","0.268","0.4429175995600084","24.0","1000.0","469.652","332.9561576183868","0.564","0.268"
"58","1.0","0.0","0.332","0.47093099282166595","20.0","1000.0","482.448","307.0961662020545","0.54","0.332"
"59","1.0","0.0","0.332","0.47093099282166595","15.0","1000.0","489.496","326.8650883529778","0.496","0.332"
"60","1.0","0.0","0.324","0.46799999999999997","33.0","1000.0","480.876","319.83897921297824","0.532","0.324"
"61","1.0","0.0","0.344","0.4750410508577127","23.0","1000.0","483.864","320.67357468927815","0.512","0.344"
"62","1.0","0.0","0.312","0.4633098315382483","27.0","1000.0","515.524","316.25056114416617","0.488","0.312"
"63","1.0","0.0","0.32","0.466476151587624","27.0","1000.0","508.864","328.6925090475899","0.5","0.32"
"64","1.0","0.0","0.352","0.4775939698111775","33.0","1000.0","496.184","314.11540258955796","0.488","0.352"
"65","1.0","0.0","0.312","0.4633098315382483","18.0","1000.0","502.408","318.6183697403524","0.532","0.312"
"66","1.0","0.0","0.312","0.4633098315382483","14.0","1000.0","455.808","311.42507788551626","0.556","0.312"
"67","1.0","0.0","0.304","0.4599826083668816","23.0","1000.0","521.48","323.40715143608065","0.524","0.304"
"68","1.0","0.0","0.34","0.4737087712930804","17.0","1000.0","512.86","329.84321184465796","0.524","0.34"
"69","1.0","0.0","0.408","0.49146312170904544","27.0","1000.0","430.136","288.78149093042657","0.484","0.408"
"70","1.0","0.0","0.292","0.4546823066713725","32.0","1000.0","506.06","319.9086125755291","0.544","0.292"
"71","1.0","0.0","0.28","0.44899888641287294","42.0","1000.0","448.224","302.71573104812376","0.6","0.28"
"72","1.0","0.0","0.292","0.4546823066713725","25.0","1000.0","488.608","315.0719637416188","0.552","0.292"
"73","1.0","0.0","0.3","0.45825756949558394","25.0","1000.0","500.448","324.26852961087695","0.52","0.3"
"74","1.0","0.0","0.28","0.44899888641287294","30.0","1000.0","478.028","314.713500212495","0.564","0.28"
"75","1.0","0.0","0.34","0.4737087712930804","27.0","1000.0","486.048","301.0214970662394","0.52","0.34"
"76","1.0","0.0","0.268","0.4429175995600084","16.0","1000.0","470.88","309.0908371336814","0.596","0.268"
"77","1.0","0.0","0.304","0.4599826083668816","23.0","1000.0","453.576","322.0351474979088","0.548","0.304"
"78","1.0","0.0","0.328","0.4694848240358787","18.0","1000.0","480.756","321.44782541494953","0.528","0.328"
"79","1.0","0.0","0.352","0.4775939698111776","20.0","1000.0","498.272","314.34393586643284","0.508","0.352"
"80","1.0","0.0","0.304","0.4599826083668816","26.0","1000.0","441.56","319.7183360397086","0.56","0.304"
"81","1.0","0.0","0.288","0.452831094338717","21.0","1000.0","470.056","317.277387886373","0.564","0.288"
"82","1.0","0.0","0.356","0.47881520443695186","28.0","1000.0","522.676","323.4858930834542","0.48","0.356"
"83","1.0","0.0","0.3","0.45825756949558394","24.0","1000.0","492.88","333.71075140007105","0.528","0.3"
"84","1.0","0.0","0.3","0.45825756949558394","28.0","1000.0","474.276","326.1139675389573","0.528","0.3"
"85","1.0","0.0","0.324","0.46799999999999997","18.0","1000.0","502.14","336.6114323667571","0.484","0.324"
"86","1.0","0.0","0.372","0.483338390778138","24.0","1000.0","500.788","311.38725577004595","0.464","0.372"
"87","1.0","0.0","0.308","0.46166654632970755","18.0","1000.0","489.472","328.2043406416194","0.516","0.308"
"88","1.0","0.0","0.324","0.46799999999999997","16.0","1000.0","487.428","307.4689395955304","0.548","0.324"
"89","1.0","0.0","0.3","0.45825756949558394","16.0","1000.0","516.148","327.7077449435703","0.524","0.3"
"90","1.0","0.0","0.312","0.4633098315382483","26.0","1000.0","461.212","319.69821872509704","0.54","0.312"
"91","1.0","0.0","0.312","0.4633098315382483","21.0","1000.0","495.944","324.75222072219924","0.516","0.312"
"92","1.0","0.0","0.324","0.46799999999999997","18.0","1000.0","503.916","324.0314999255472","0.504","0.324"
"93","1.0","0.0","0.312","0.4633098315382483","24.0","1000.0","531.928","323.4514906690026","0.488","0.312"
"94","1.0","0.0","0.356","0.47881520443695186","28.0","1000.0","506.68","318.2871684501279","0.496","0.356"
"95","1.0","0.0","0.376","0.4843800161030593","17.0","1000.0","474.412","318.92226365683536","0.484","0.376"
"96","1.0","0.0","0.344","0.4750410508577127","16.0","1000.0","512.16","325.9155817079019","0.472","0.344"
"97","1.0","0.0","0.264","0.44079927404658914","30.0","1000.0","480.688","313.00312882781213","0.588","0.264"
"98","1.0","0.0","0.328","0.4694848240358787","24.0","1000.0","450.292","304.0386007335254","0.552","0.328"
"99","1.0","0.0","0.288","0.452831094338717","24.0","1000.0","502.652","323.7851060441167","0.52","0.288"
"100","1.0","0.0","0.264","0.44079927404658914","32.0","1000.0","474.012","310.84630905963786","0.6","0.264"
"101","1.0","0.0","0.304","0.4599826083668816","30.0","1000.0","494.288","320.37028116852554","0.54","0.304"
"102","1.0","0.0","0.352","0.4775939698111776","29.0","1000.0","522.696","318.2017906674945","0.48","0.352"
"103","1.0","0.0","0.292","0.4546823066713725","31.0","1000.0","492.448","324.1451762652037","0.528","0.292"
"104","1.0","0.0","0.28","0.44899888641287294","20.0","1000.0","487.364","328.23707210490414","0.528","0.28"
"105","1.0","0.0","0.376","0.4843800161030593","17.0","1000.0","517.56","320.2605164549636","0.476","0.376"
"106","1.0","0.0","0.316","0.46491289506745237","15.0","1000.0","490.32","310.71620749487784","0.552","0.316"
"107","1.0","0.0","0.284","0.45093680266751346","30.0","1000.0","491.576","322.9453269889503","0.56","0.284"
"108","1.0","0.0","0.324","0.46799999999999997","24.0","1000.0","490.032","322.87519411685986","0.512","0.324"
"109","1.0","0.0","0.344","0.4750410508577127","22.0","1000.0","518.084","318.2497461805745","0.48","0.344"
"110","1.0","0.0","0.272","0.4449898875255482","25.0","1000.0","499.84","310.62398877098985","0.616","0.272"
"111","1.0","0.0","0.3","0.45825756949558394","25.0","1000.0","479.24","306.885735087182","0.564","0.3"
"112","1.0","0.0","0.268","0.4429175995600084","37.0","1000.0","524.06","323.36795202988196","0.56","0.268"
"113","1.0","0.0","0.312","0.4633098315382483","28.0","1000.0","512.824","318.99650315324766","0.54","0.312"
"114","1.0","0.0","0.36","0.48","22.0","1000.0","483.604","313.5882892966508","0.524","0.36"
"115","1.0","0.0","0.32","0.466476151587624","22.0","1000.0","491.476","312.73347346262756","0.532","0.32"
"116","1.0","0.0","0.28","0.44899888641287294","27.0","1000.0","508.672","316.3304291654536","0.556","0.28"
"117","1.0","0.0","0.304","0.4599826083668816","33.0","1000.0","460.94","310.4621078328239","0.564","0.304"
"118","1.0","0.0","0.32","0.466476151587624","35.0","1000.0","465.984","318.59758904298076","0.524","0.32"
"119","1.0","0.0","0.276","0.4470167782086037","17.0","1000.0","458.92","298.6814785017644","0.592","0.276"
"120","1.0","0.0","0.332","0.47093099282166595","36.0","1000.0","520.74","330.80642134033604","0.476","0.332"
"121","1.0","0.0","0.28","0.44899888641287294","16.0","1000.0","467.692","326.7136806685634","0.576","0.28"
"122","1.0","0.0","0.28","0.44899888641287294","20.0","1000.0","478.876","306.9709377514424","0.584","0.28"
"123","1.0","0.0","0.304","0.4599826083668816","14.0","1000.0","486.232","321.93541305050627","0.548","0.304"
"124","1.0","0.0","0.316","0.46491289506745237","22.0","1000.0","487.64","315.91456819842927","0.528","0.316"
"125","1.0","0.0","0.332","0.47093099282166595","29.0","1000.0","509.272","317.2316976848309","0.508","0.332"
"126","1.0","0.0","0.336","0.47233886141201636","16.0","1000.0","476.656","315.36769914498234","0.52","0.336"
"127","1.0","0.0","0.336","0.47233886141201636","28.0","1000.0","504.112","330.1751466358424","0.48","0.336"
"128","1.0","0.0","0.296","0.45649096376598736","33.0","1000.0","454.576","316.66711263407177","0.568","0.296"
"129","1.0","0.0","0.328","0.4694848240358787","24.0","1000.0","503.684","321.22549111799947","0.488","0.328"
"130","1.0","0.0","0.272","0.4449898875255482","39.0","1000.0","510.148","320.9368381722485","0.576","0.272"
"131","1.0","0.0","0.312","0.4633098315382483","36.0","1000.0","459.508","303.69770815072013","0.552","0.312"
"132","1.0","0.0","0.372","0.483338390778138","26.0","1000.0","500.736","315.9339587698671","0.464","0.372"
"133","1.0","0.0","0.276","0.4470167782086037","25.0","1000.0","473.984","320.616343538504","0.556","0.276"
"134","1.0","0.0","0.368","0.48226133993924913","31.0","1000.0","508.832","316.1693909536468","0.464","0.368"
"135","1.0","0.0","0.276","0.4470167782086037","23.0","1000.0","503.664","322.63151598069294","0.56","0.276"
"136","1.0","0.0","0.328","0.4694848240358787","35.0","1000.0","482.388","303.798349988936","0.552","0.328"
"137","1.0","0.0","0.296","0.45649096376598736","20.0","1000.0","497.372","332.3309579560712","0.528","0.296"
"138","1.0","0.0","0.324","0.46799999999999997","26.0","1000.0","440.268","304.14839170378656","0.58","0.324"
"139","1.0","0.0","0.292","0.45468230667137244","21.0","1000.0","520.684","313.2895148963656","0.54","0.292"
"140","1.0","0.0","0.296","0.45649096376598736","14.0","1000.0","491.756","319.51062652750704","0.52","0.296"
"141","1.0","0.0","0.328","0.4694848240358787","25.0","1000.0","424.136","293.07576751413643","0.548","0.328"
"142","1.0","0.0","0.26","0.4386342439892262","35.0","1000.0","492.616","325.25796000098137","0.568","0.26"
"143","1.0","0.0","0.348","0.47633601585435464","20.0","1000.0","510.032","320.32226113088046","0.508","0.348"
"144","1.0","0.0","0.328","0.4694848240358787","21.0","1000.0","510.232","325.604020515718","0.516","0.328"
"145","1.0","0.0","0.352","0.4775939698111776","25.0","1000.0","478.756","312.8504314588681","0.492","0.352"
"146","1.0","0.0","0.304","0.4599826083668816","29.0","1000.0","474.136","315.84103201452467","0.572","0.304"
"147","1.0","0.0","0.3","0.45825756949558394","15.0","1000.0","443.528","302.5906033174196","0.596","0.3"
"148","1.0","0.0","0.288","0.452831094338717","20.0","1000.0","522.136","334.123997198645","0.52","0.288"
"149","1.0","0.0","0.296","0.45649096376598736","17.0","1000.0","488.784","301.78087637224473","0.568","0.296"
"150","1.0","0.0","0.3","0.45825756949558394","26.0","1000.0","490.74","316.29653238693584","0.532","0.3"
"151","1.0","0.0","0.264","0.44079927404658914","24.0","1000.0","501.964","330.95774156831556","0.54","0.264"
"152","1.0","0.0","0.312","0.4633098315382483","21.0","1000.0","498.0","322.0867088223294","0.524","0.312"
"153","1.0","0.0","0.324","0.46799999999999997","19.0","1000.0","508.968","321.01434076377336","0.512","0.324"
"154","1.0","0.0","0.36","0.48","17.0","1000.0","508.172","317.0573929369885","0.472","0.36"
"155","1.0","0.0","0.32","0.466476151587624","20.0","1000.0","489.424","316.48118462872327","0.532","0.32"
"156","1.0","0.0","0.28","0.44899888641287294","22.0","1000.0","503.616","336.56927450972137","0.52","0.28"
"157","1.0","0.0","0.352","0.4775939698111775","17.0","1000.0","493.076","310.1632702690632","0.524","0.352"
"158","1.0","0.0","0.368","0.48226133993924913","28.0","1000.0","479.272","307.7012934909439","0.484","0.368"
"159","1.0","0.0","0.336","0.47233886141201636","26.0","1000.0","473.444","318.8113656443258","0.524","0.336"
"160","1.0","0.0","0.292","0.4546823066713725","14.0","1000.0","544.396","326.2734913902751","0.504","0.292"
"161","1.0","0.0","0.328","0.4694848240358787","30.0","1000.0","492.88","324.62777700005904","0.492","0.328"
"162","1.0","0.0","0.364","0.481148625686492","22.0","1000.0","491.952","317.9147774105509","0.476","0.364"
"163","1.0","0.0","0.284","0.45093680266751346","27.0","1000.0","487.152","313.3733761760881","0.584","0.284"
"164","1.0","0.0","0.28","0.44899888641287294","35.0","1000.0","478.276","312.79081799822717","0.568","0.28"
"165","1.0","0.0","0.32","0.466476151587624","25.0","1000.0","482.888","315.4925473858299","0.544","0.32"
"166","1.0","0.0","0.308","0.46166654632970755","14.0","1000.0","475.688","322.79659021743083","0.544","0.308"
"167","1.0","0.0","0.28","0.44899888641287294","18.0","1000.0","507.74","311.0322690654461","0.576","0.28"
"168","1.0","0.0","0.32","0.466476151587624","16.0","1000.0","449.084","320.1175611302823","0.536","0.32"
"169","1.0","0.0","0.36","0.48","29.0","1000.0","494.492","320.8588130876259","0.492","0.36"
"170","1.0","0.0","0.26","0.4386342439892262","25.0","1000.0","461.752","321.19756302936054","0.568","0.26"
"171","1.0","0.0","0.32","0.466476151587624","23.0","1000.0","482.016","314.8828476497253","0.516","0.32"
"172","1.0","0.0","0.332","0.47093099282166595","30.0","1000.0","496.288","331.86484757503337","0.464","0.332"
"173","1.0","0.0","0.336","0.47233886141201636","23.0","1000.0","493.204","314.3423649207978","0.52","0.336"
"174","1.0","0.0","0.328","0.4694848240358787","26.0","1000.0","475.888","332.7504101515129","0.516","0.328"
"175","1.0","0.0","0.336","0.47233886141201636","23.0","1000.0","491.732","324.73078723151605","0.516","0.336"
"176","1.0","0.0","0.288","0.452831094338717","27.0","1000.0","494.252","327.2462505453652","0.528","0.288"
"177","1.0","0.0","0.308","0.46166654632970755","18.0","1000.0","505.08","322.2402855013631","0.516","0.308"
"178","1.0","0.0","0.328","0.4694848240358787","29.0","1000.0","461.908","316.3297575885013","0.536","0.328"
"179","1.0","0.0","0.304","0.4599826083668816","22.0","1000.0","480.14","310.9240299494396","0.544","0.304"
"180","1.0","0.0","0.32","0.466476151587624","21.0","1000.0","494.412","319.2047779341657","0.52","0.32"
"181","1.0","0.0","0.312","0.4633098315382483","27.0","1000.0","521.272","321.95252758131903","0.508","0.312"
"182","1.0","0.0","0.328","0.4694848240358787","18.0","1000.0","506.756","316.29593810860115","0.512","0.328"
"183","1.0","0.0","0.312","0.4633098315382483","22.0","1000.0","475.096","308.3095567510031","0.568","0.312"
"184","1.0","0.0","0.328","0.4694848240358787","33.0","1000.0","475.38","284.36608025571553","0.572","0.328"
"185","1.0","0.0","0.316","0.46491289506745237","38.0","1000.0","495.22","309.79373073062663","0.532","0.316"
"186","1.0","0.0","0.272","0.4449898875255482","17.0","1000.0","500.152","318.6054250887766","0.564","0.272"
"187","1.0","0.0","0.368","0.48226133993924913","38.0","1000.0","493.248","303.1750294730752","0.508","0.368"
"188","1.0","0.0","0.312","0.4633098315382483","32.0","1000.0","457.232","314.6517983040936","0.556","0.312"
"189","1.0","0.0","0.312","0.4633098315382483","25.0","1000.0","474.344","324.0538129138429","0.532","0.312"
"190","1.0","0.0","0.332","0.47093099282166595","26.0","1000.0","487.848","321.18927892443736","0.516","0.332"
"191","1.0","0.0","0.336","0.47233886141201636","16.0","1000.0","506.372","329.8548432507851","0.472","0.336"
"192","1.0","0.0","0.28","0.44899888641287294","13.0","1000.0","490.512","330.0825742992199","0.54","0.28"
"193","1.0","0.0","0.336","0.47233886141201636","29.0","1000.0","487.38","325.6173269345476","0.52","0.336"
"194","1.0","0.0","0.344","0.4750410508577127","19.0","1000.0","481.14","320.02006249608786","0.504","0.344"
"195","1.0","0.0","0.252","0.43416126036301306","30.0","1000.0","488.424","330.1536191290352","0.564","0.252"
"196","1.0","0.0","0.356","0.47881520443695186","41.0","1000.0","507.548","312.1942595500438","0.488","0.356"
"197","1.0","0.0","0.304","0.4599826083668816","22.0","1000.0","502.188","320.66852769799533","0.532","0.304"
"198","1.0","0.0","0.332","0.47093099282166595","23.0","1000.0","495.456","303.7164204714654","0.528","0.332"
"199","1.0","0.0","0.316","0.46491289506745237","21.0","1000.0","471.092","323.6920195741623","0.532","0.316"
"200","1.0","0.0","0.34","0.4737087712930804","28.0","1000.0","501.14","332.11084956682765","0.492","0.34"
"201","1.0","0.0","0.316","0.46491289506745237","22.0","1000.0","520.796","320.59851899845074","0.54","0.316"
"202","1.0","0.0","0.312","0.4633098315382483","18.0","1000.0","490.972","327.3530742424758","0.516","0.312"
"203","1.0","0.0","0.392","0.48819668167655544","39.0","1000.0","501.236","318.2496571938451","0.476","0.392"
"204","1.0","0.0","0.356","0.47881520443695186","13.0","1000.0","456.612","290.146400039704","0.536","0.356"
"205","1.0","0.0","0.344","0.4750410508577127","35.0","1000.0","475.284","300.4055447956977","0.548","0.344"
"206","1.0","0.0","0.336","0.47233886141201636","22.0","1000.0","506.824","334.0037859426146","0.464","0.336"
"207","1.0","0.0","0.34","0.4737087712930804","28.0","1000.0","473.796","312.61511541190714","0.54","0.34"
"208","1.0","0.0","0.372","0.483338390778138","25.0","1000.0","480.776","297.55344700406357","0.52","0.372"
"209","1.0","0.0","0.376","0.4843800161030593","30.0","1000.0","522.82","318.1584441752254","0.46","0.376"
"210","1.0","0.0","0.288","0.452831094338717","14.0","1000.0","486.908","319.98768028785094","0.568","0.288"
"211","1.0","0.0","0.284","0.45093680266751346","28.0","1000.0","482.516","332.8294484326769","0.536","0.284"
"212","1.0","0.0","0.348","0.47633601585435464","32.0","1000.0","539.036","321.7634328260439","0.496","0.348"
"213","1.0","0.0","0.28","0.44899888641287294","21.0","1000.0","473.616","312.18322271384164","0.6","0.28"
"214","1.0","0.0","0.308","0.46166654632970755","32.0","1000.0","506.104","307.40773767750227","0.548","0.308"
"215","1.0","0.0","0.304","0.4599826083668816","32.0","1000.0","498.892","323.33448986459825","0.532","0.304"
"216","1.0","0.0","0.272","0.4449898875255482","33.0","1000.0","495.428","324.23164067684706","0.548","0.272"
"217","1.0","0.0","0.332","0.47093099282166595","22.0","1000.0","480.32","327.25697792407726","0.504","0.332"
"218","1.0","0.0","0.352","0.4775939698111776","34.0","1000.0","484.3","305.5889690417504","0.532","0.352"
"219","1.0","0.0","0.28","0.44899888641287294","23.0","1000.0","462.52","313.0349782372569","0.58","0.28"
"220","1.0","0.0","0.3","0.45825756949558394","19.0","1000.0","461.02","327.77844285431604","0.572","0.3"
"221","1.0","0.0","0.34","0.4737087712930804","29.0","1000.0","492.116","308.5714026671946","0.528","0.34"
"222","1.0","0.0","0.352","0.4775939698111776","18.0","1000.0","485.6","310.41323425395393","0.512","0.352"
"223","1.0","0.0","0.272","0.4449898875255482","20.0","1000.0","510.724","326.5032064528615","0.528","0.272"
"224","1.0","0.0","0.264","0.44079927404658914","21.0","1000.0","484.444","337.44326762287005","0.56","0.264"
"225","1.0","0.0","0.32","0.466476151587624","17.0","1000.0","511.544","324.4512044422089","0.488","0.32"
"226","1.0","0.0","0.344","0.4750410508577127","26.0","1000.0","485.264","322.83944353811523","0.496","0.344"
"227","1.0","0.0","0.332","0.47093099282166595","20.0","1000.0","461.476","302.5028420097902","0.544","0.332"
"228","1.0","0.0","0.316","0.46491289506745237","39.0","1000.0","506.664","319.60232649966724","0.52","0.316"
"229","1.0","0.0","0.276","0.4470167782086037","14.0","1000.0","503.936","325.8554217808872","0.544","0.276"
"230","1.0","0.0","0.312","0.4633098315382483","26.0","1000.0","492.072","318.9338658969912","0.548","0.312"
"231","1.0","0.0","0.296","0.45649096376598736","24.0","1000.0","484.272","322.0035372724967","0.54","0.296"
"232","1.0","0.0","0.252","0.43416126036301306","36.0","1000.0","493.592","319.379951681379","0.592","0.252"
"233","1.0","0.0","0.328","0.4694848240358787","29.0","1000.0","443.984","291.483570281414","0.584","0.328"
"234","1.0","0.0","0.312","0.4633098315382483","24.0","1000.0","475.52","322.691458827159","0.508","0.312"
"235","1.0","0.0","0.32","0.466476151587624","25.0","1000.0","472.556","312.2655774561135","0.52","0.32"
"236","1.0","0.0","0.336","0.47233886141201636","44.0","1000.0","500.14","326.7814811154391","0.468","0.336"
"237","1.0","0.0","0.324","0.46799999999999997","30.0","1000.0","467.172","321.7375054543688","0.532","0.324"
"238","1.0","0.0","0.308","0.46166654632970755","29.0","1000.0","533.276","336.2649191099185","0.468","0.308"
"239","1.0","0.0","0.348","0.47633601585435464","22.0","1000.0","495.252","315.9293663083569","0.516","0.348"
"240","1.0","0.0","0.316","0.46491289506745237","29.0","1000.0","490.084","299.3979374411254","0.556","0.316"
"241","1.0","0.0","0.352","0.4775939698111776","23.0","1000.0","474.592","313.53137249085603","0.524","0.352"
"242","1.0","0.0","0.272","0.4449898875255482","27.0","1000.0","488.392","292.85568858398494","0.608","0.272"
"243","1.0","0.0","0.276","0.4470167782086037","16.0","1000.0","487.092","333.7641136131924","0.556","0.276"
"244","1.0","0.0","0.304","0.4599826083668816","24.0","1000.0","487.036","300.84150429088083","0.568","0.304"
"245","1.0","0.0","0.3","0.45825756949558394","36.0","1000.0","470.492","318.4885083264386","0.564","0.3"
"246","1.0","0.0","0.344","0.4750410508577127","19.0","1000.0","447.12","314.3039700671946","0.524","0.344"
"247","1.0","0.0","0.252","0.43416126036301306","28.0","1000.0","494.784","326.5004645387201","0.576","0.252"
"248","1.0","0.0","0.32","0.466476151587624","17.0","1000.0","477.472","322.82344588954504","0.504","0.32"
"249","1.0","0.0","0.344","0.4750410508577127","22.0","1000.0","464.932","306.75720590721244","0.512","0.344"
"250","1.0","0.0","0.252","0.43416126036301306","24.0","1000.0","473.076","330.782088729121","0.568","0.252"
"251","1.0","0.0","0.332","0.47093099282166595","44.0","1000.0","484.632","306.5128913700041","0.536","0.332"
"252","1.0","0.0","0.3","0.45825756949558394","24.0","1000.0","467.348","336.6035812287207","0.54","0.3"
"253","1.0","0.0","0.3","0.45825756949558394","38.0","1000.0","504.424","325.7049035921934","0.516","0.3"
"254","1.0","0.0","0.3","0.45825756949558394","26.0","1000.0","498.508","324.3694096797662","0.544","0.3"
"255","1.0","0.0","0.312","0.4633098315382483","24.0","1000.0","468.936","316.2384731559397","0.548","0.312"
"256","1.0","0.0","0.304","0.4599826083668816","19.0","1000.0","474.836","326.8226202452944","0.528","0.304"
