"Animat","Lifespan","Location x","Location y","Teacher","Reached end"
"Day: 0"
"67","12","11","17","false","false"
"68","12","13","15","false","false"
"69","12","9","17","false","false"
"70","12","10","18","false","false"
"71","12","12","18","false","false"
"72","12","7","17","false","false"
"73","12","11","17","false","false"
"74","12","7","17","false","false"
"75","12","11","15","false","false"
"76","12","7","15","false","false"
"77","12","14","18","false","false"
"78","12","13","13","false","false"
"79","12","11","17","false","false"
"80","12","9","15","false","false"
"81","12","9","15","false","false"
"82","12","8","16","false","false"
"Day: 12"
"0","13","8","15","true","false"
"1","13","11","18","true","false"
"2","13","9","12","true","false"
"3","13","7","16","true","false"
"4","13","10","15","true","false"
"5","13","4","17","true","false"
"6","13","10","15","true","false"
"7","13","11","16","true","false"
"8","13","12","17","true","false"
"9","13","10","17","true","false"
"10","13","16","17","true","false"
"11","13","8","15","true","false"
"12","13","14","17","true","false"
"13","13","12","17","true","false"
"14","13","13","16","true","false"
"15","13","9","16","true","false"
"16","13","17","18","true","false"
"17","13","12","17","false","false"
"18","13","6","13","false","false"
"19","13","10","15","false","false"
"20","13","10","13","false","false"
"21","13","4","15","false","false"
"22","13","11","13","false","false"
"23","13","4","15","false","false"
"24","13","11","18","false","false"
"25","13","15","14","false","false"
"26","13","6","17","false","false"
"27","13","9","16","false","false"
"28","13","11","16","false","false"
"29","13","15","16","false","false"
"30","13","10","17","false","false"
"31","13","12","17","false","false"
"32","13","15","14","false","false"
"33","13","6","15","false","false"
"34","13","14","15","false","false"
"35","13","13","14","false","false"
"36","13","5","16","false","false"
"37","13","12","17","false","false"
"38","13","9","16","false","false"
"39","13","11","16","false","false"
"40","13","11","16","false","false"
"41","13","9","16","false","false"
"42","13","9","18","false","false"
"43","13","13","14","false","false"
"44","13","13","18","false","false"
"45","13","7","16","false","false"
"46","13","12","13","false","false"
"47","13","11","16","false","false"
"48","13","9","18","false","false"
"49","13","9","18","false","false"
"50","13","14","13","false","false"
"51","13","12","15","false","false"
"52","13","12","17","false","false"
"53","13","12","15","false","false"
"54","13","10","15","false","false"
"55","13","10","17","false","false"
"56","13","6","15","false","false"
"57","13","14","17","false","false"
"58","13","13","16","false","false"
"59","13","9","16","false","false"
"60","13","8","15","false","false"
"61","13","12","15","false","false"
"62","13","9","16","false","false"
"63","13","12","13","false","false"
"64","13","8","17","false","false"
"65","13","12","19","false","false"
"66","13","9","14","false","false"
"67","13","10","17","false","false"
"68","13","13","14","false","false"
"69","13","9","16","false","false"
"70","13","10","17","false","false"
"71","13","12","17","false","false"
"72","13","6","17","false","false"
"73","13","11","16","false","false"
"74","13","8","17","false","false"
"75","13","10","15","false","false"
"76","13","8","15","false","false"
"77","13","15","18","false","false"
"78","13","14","13","false","false"
"79","13","11","16","false","false"
"80","13","10","15","false","false"
"81","13","8","15","false","false"
"82","13","9","16","false","false"
"Day: 13"
"0","14","7","15","true","false"
"1","14","12","18","true","false"
"2","14","10","12","true","false"
"3","14","7","15","true","false"
"4","14","11","15","true","false"
"5","14","3","17","true","false"
"6","14","11","15","true","false"
"7","14","11","15","true","false"
"8","14","12","16","true","false"
"9","14","9","17","true","false"
"10","14","16","16","true","false"
"11","14","8","14","true","false"
"12","14","13","17","true","false"
"13","14","13","17","true","false"
"14","14","14","16","true","false"
"15","14","9","15","true","false"
"16","14","17","17","true","false"
"17","14","13","17","false","false"
"18","14","5","13","false","false"
"19","14","11","15","false","false"
"20","14","10","12","false","false"
"21","14","3","15","false","false"
"22","14","12","13","false","false"
"23","14","4","14","false","false"
"24","14","11","17","false","false"
"25","14","14","14","false","false"
"26","14","7","17","false","false"
"27","14","8","16","false","false"
"28","14","11","15","false","false"
"29","14","16","16","false","false"
"30","14","10","16","false","false"
"31","14","12","16","false","false"
"32","14","14","14","false","false"
"33","14","5","15","false","false"
"34","14","15","15","false","false"
"35","14","14","14","false","false"
"36","14","4","16","false","false"
"37","14","11","17","false","false"
"38","14","8","16","false","false"
"39","14","11","15","false","false"
"40","14","10","16","false","false"
"41","14","10","16","false","false"
"42","14","8","18","false","false"
"43","14","14","14","false","false"
"44","14","12","18","false","false"
"45","14","8","16","false","false"
"46","14","12","12","false","false"
"47","14","10","16","false","false"
"48","14","9","17","false","false"
"49","14","9","17","false","false"
"50","14","14","12","false","false"
"51","14","11","15","false","false"
"52","14","12","16","false","false"
"53","14","11","15","false","false"
"54","14","10","14","false","false"
"55","14","9","17","false","false"
"56","14","5","15","false","false"
"57","14","15","17","false","false"
"58","14","12","16","false","false"
"59","14","9","15","false","false"
"60","14","9","15","false","false"
"61","14","11","15","false","false"
"62","14","9","15","false","false"
"63","14","13","13","false","false"
"64","14","7","17","false","false"
"65","14","12","18","false","false"
"66","14","10","14","false","false"
"67","14","10","16","false","false"
"68","14","13","13","false","false"
"69","14","10","16","false","false"
"70","14","11","17","false","false"
"71","14","11","17","false","false"
"72","14","7","17","false","false"
"73","14","11","15","false","false"
"74","14","7","17","false","false"
"75","14","10","14","false","false"
"76","14","9","15","false","false"
"77","14","15","17","false","false"
"78","14","13","13","false","false"
"79","14","11","15","false","false"
"80","14","9","15","false","false"
"81","14","9","15","false","false"
"82","14","10","16","false","false"
"Day: 14"
"0","15","7","14","true","false"
"1","15","12","17","true","false"
"2","15","12","10","true","false"
"3","15","9","13","true","false"
"4","15","11","14","true","false"
"5","15","4","17","true","false"
"6","15","11","14","true","false"
"7","15","12","15","true","false"
"8","15","11","16","true","false"
"9","15","8","17","true","false"
"10","15","15","16","true","false"
"11","15","8","13","true","false"
"12","15","12","17","true","false"
"13","15","14","17","true","false"
"14","15","15","16","true","false"
"15","15","8","15","true","false"
"16","15","16","17","true","false"
"17","15","13","16","false","false"
"18","15","5","12","false","false"
"19","15","12","15","false","false"
"20","15","12","10","false","false"
"21","15","4","15","false","false"
"22","15","13","13","false","false"
"23","15","3","14","false","false"
"24","15","12","17","false","false"
"25","15","13","14","false","false"
"26","15","8","17","false","false"
"27","15","7","16","false","false"
"28","15","12","15","false","false"
"29","15","17","16","false","false"
"30","15","11","16","false","false"
"31","15","13","16","false","false"
"32","15","13","14","false","false"
"33","15","4","15","false","false"
"34","15","15","14","false","false"
"35","15","15","14","false","false"
"36","15","4","15","false","false"
"37","15","12","17","false","false"
"38","15","8","15","false","false"
"39","15","11","14","false","false"
"40","15","11","16","false","false"
"41","15","9","16","false","false"
"42","15","9","18","false","false"
"43","15","13","14","false","false"
"44","15","12","17","false","false"
"45","15","8","15","false","false"
"46","15","12","11","false","false"
"47","15","9","16","false","false"
"48","15","9","16","false","false"
"49","15","10","17","false","false"
"50","15","14","11","false","false"
"51","15","10","15","false","false"
"52","15","11","16","false","false"
"53","15","12","15","false","false"
"54","15","11","14","false","false"
"55","15","10","17","false","false"
"56","15","6","15","false","false"
"57","15","16","17","false","false"
"58","15","11","16","false","false"
"59","15","9","14","false","false"
"60","15","8","15","false","false"
"61","15","9","13","false","false"
"62","15","9","14","false","false"
"63","15","14","13","false","false"
"64","15","8","17","false","false"
"65","15","11","18","false","false"
"66","15","11","14","false","false"
"67","15","10","15","false","false"
"68","15","13","12","false","false"
"69","15","9","16","false","false"
"70","15","11","16","false","false"
"71","15","12","17","false","false"
"72","15","7","16","false","false"
"73","15","12","15","false","false"
"74","15","7","16","false","false"
"75","15","9","14","false","false"
"76","15","9","14","false","false"
"77","15","16","17","false","false"
"78","15","12","13","false","false"
"79","15","10","15","false","false"
"80","15","8","15","false","false"
"81","15","9","14","false","false"
"82","15","10","15","false","false"
"Day: 15"
"0","16","8","14","true","false"
"1","16","12","16","true","false"
"2","16","12","9","true","false"
"3","16","11","15","true","false"
"4","16","12","14","true","false"
"5","16","5","17","true","false"
"6","16","10","14","true","false"
"7","16","12","14","true","false"
"8","16","9","14","true","false"
"9","16","8","16","true","false"
"10","16","15","15","true","false"
"11","16","10","11","true","false"
"12","16","11","17","true","false"
"13","16","13","17","true","false"
"14","16","14","16","true","false"
"15","16","8","14","true","false"
"16","16","16","16","true","false"
"17","16","13","15","false","false"
"18","16","4","12","false","false"
"19","16","12","14","false","false"
"20","16","12","9","false","false"
"21","16","3","15","false","false"
"22","16","12","13","false","false"
"23","16","4","14","false","false"
"24","16","11","17","false","false"
"25","16","11","13","false","false"
"26","16","8","16","false","false"
"27","16","7","15","false","false"
"28","16","12","14","false","false"
"29","16","17","15","false","false"
"30","16","12","16","false","false"
"31","16","14","16","false","false"
"32","16","14","14","false","false"
"33","16","3","15","false","false"
"34","16","15","13","false","false"
"35","16","16","14","false","false"
"36","16","3","15","false","false"
"37","16","9","15","false","false"
"38","16","10","13","false","false"
"39","16","11","13","false","false"
"40","16","8","14","false","false"
"41","16","9","15","false","false"
"42","16","8","18","false","false"
"43","16","12","14","false","false"
"44","16","12","16","false","false"
"45","16","10","13","false","false"
"46","16","12","10","false","false"
"47","16","10","16","false","false"
"48","16","10","16","false","false"
"49","16","10","16","false","false"
"50","16","15","11","false","false"
"51","16","9","15","false","false"
"52","16","9","15","false","false"
"53","16","12","14","false","false"
"54","16","12","14","false","false"
"55","16","7","15","false","false"
"56","16","7","15","false","false"
"57","16","16","16","false","false"
"58","16","12","16","false","false"
"59","16","8","14","false","false"
"60","16","11","13","false","false"
"61","16","9","12","false","false"
"62","16","10","14","false","false"
"63","16","14","12","false","false"
"64","16","9","17","false","false"
"65","16","11","17","false","false"
"66","16","10","14","false","false"
"67","16","9","15","false","false"
"68","16","13","11","false","false"
"69","16","8","16","false","false"
"70","16","10","16","false","false"
"71","16","13","17","false","false"
"72","16","7","15","false","false"
"73","16","13","15","false","false"
"74","16","7","15","false","false"
"75","16","9","13","false","false"
"76","16","9","13","false","false"
"77","16","17","17","false","false"
"78","16","13","13","false","false"
"79","16","9","15","false","false"
"80","16","9","15","false","false"
"81","16","10","14","false","false"
"82","16","9","15","false","false"
"Day: 16"
"0","17","8","13","true","false"
"1","17","11","16","true","false"
"2","17","12","8","true","false"
"3","17","10","15","true","false"
"4","17","12","13","true","false"
"5","17","4","17","true","false"
"6","17","9","14","true","false"
"7","17","13","14","true","false"
"8","17","9","13","true","false"
"9","17","7","16","true","false"
"10","17","15","14","true","false"
"11","17","9","11","true","false"
"12","17","11","16","true","false"
"13","17","14","17","true","false"
"14","17","14","15","true","false"
"15","17","8","13","true","false"
"16","17","16","15","true","false"
"17","17","13","14","false","false"
"18","17","3","12","false","false"
"19","17","12","13","false","false"
"20","17","11","9","false","false"
"21","17","2","15","false","false"
"22","17","13","13","false","false"
"23","17","5","14","false","false"
"24","17","10","17","false","false"
"25","17","12","13","false","false"
"26","17","8","15","false","false"
"27","17","9","13","false","false"
"28","17","11","14","false","false"
"29","17","17","14","false","false"
"30","17","11","16","false","false"
"31","17","14","15","false","false"
"32","17","14","13","false","false"
"33","17","2","15","false","false"
"34","17","15","12","false","false"
"35","17","17","14","false","false"
"36","17","4","15","false","false"
"37","17","9","14","false","false"
"38","17","9","13","false","false"
"39","17","12","13","false","false"
"40","17","9","14","false","false"
"41","17","10","15","false","false"
"42","17","7","18","false","false"
"43","17","13","14","false","false"
"44","17","12","15","false","false"
"45","17","11","13","false","false"
"46","17","12","9","false","false"
"47","17","10","15","false","false"
"48","17","10","15","false","false"
"49","17","10","15","false","false"
"50","17","16","11","false","false"
"51","17","8","15","false","false"
"52","17","8","15","false","false"
"53","17","12","13","false","false"
"54","17","13","14","false","false"
"55","17","6","15","false","false"
"56","17","9","13","false","false"
"57","17","17","16","false","false"
"58","17","12","15","false","false"
"59","17","9","14","false","false"
"60","17","10","13","false","false"
"61","17","9","11","false","false"
"62","17","11","14","false","false"
"63","17","15","12","false","false"
"64","17","8","17","false","false"
"65","17","12","17","false","false"
"66","17","11","14","false","false"
"67","17","10","15","false","false"
"68","17","13","10","false","false"
"69","17","7","16","false","false"
"70","17","9","16","false","false"
"71","17","14","17","false","false"
"72","17","9","13","false","false"
"73","17","14","15","false","false"
"74","17","9","13","false","false"
"75","17","9","12","false","false"
"76","17","9","12","false","false"
"77","17","18","17","false","false"
"78","17","12","13","false","false"
"79","17","9","14","false","false"
"80","17","10","15","false","false"
"81","17","10","13","false","false"
"82","17","10","15","false","false"
"Day: 17"
"0","18","7","13","true","false"
"1","18","10","16","true","false"
"2","18","14","6","true","false"
"3","18","10","14","true","false"
"4","18","13","13","true","false"
"5","18","4","16","true","false"
"6","18","8","14","true","false"
"7","18","12","14","true","false"
"8","18","8","13","true","false"
"9","18","6","16","true","false"
"10","18","14","14","true","false"
"11","18","8","11","true","false"
"12","18","10","16","true","false"
"13","18","15","17","true","false"
"14","18","15","15","true","false"
"15","18","9","13","true","false"
"16","18","15","15","true","false"
"17","18","13","13","false","false"
"18","18","2","12","false","false"
"19","18","12","12","false","false"
"20","18","10","9","false","false"
"21","18","3","15","false","false"
"22","18","12","13","false","false"
"23","18","4","14","false","false"
"24","18","11","17","false","false"
"25","18","12","12","false","false"
"26","18","8","14","false","false"
"27","18","8","13","false","false"
"28","18","10","14","false","false"
"29","18","16","14","false","false"
"30","18","10","16","false","false"
"31","18","15","15","false","false"
"32","18","15","13","false","false"
"33","18","3","15","false","false"
"34","18","16","12","false","false"
"35","18","18","14","false","false"
"36","18","4","14","false","false"
"37","18","8","14","false","false"
"38","18","10","13","false","false"
"39","18","13","13","false","false"
"40","18","9","13","false","false"
"41","18","10","14","false","false"
"42","18","6","18","false","false"
"43","18","14","14","false","false"
"44","18","12","14","false","false"
"45","18","11","12","false","false"
"46","18","12","8","false","false"
"47","18","9","15","false","false"
"48","18","10","14","false","false"
"49","18","11","15","false","false"
"50","18","16","10","false","false"
"51","18","8","14","false","false"
"52","18","9","15","false","false"
"53","18","12","12","false","false"
"54","18","14","14","false","false"
"55","18","6","14","false","false"
"56","18","9","12","false","false"
"57","18","17","15","false","false"
"58","18","11","15","false","false"
"59","18","10","14","false","false"
"60","18","9","13","false","false"
"61","18","10","11","false","false"
"62","18","10","14","false","false"
"63","18","16","12","false","false"
"64","18","9","17","false","false"
"65","18","11","17","false","false"
"66","18","11","13","false","false"
"67","18","9","15","false","false"
"68","18","12","10","false","false"
"69","18","8","16","false","false"
"70","18","10","16","false","false"
"71","18","15","17","false","false"
"72","18","9","12","false","false"
"73","18","13","15","false","false"
"74","18","8","13","false","false"
"75","18","9","11","false","false"
"76","18","10","12","false","false"
"77","18","17","17","false","false"
"78","18","13","13","false","false"
"79","18","9","13","false","false"
"80","18","10","14","false","false"
"81","18","9","13","false","false"
"82","18","9","15","false","false"
"Day: 18"
"0","19","7","12","true","false"
"1","19","9","16","true","false"
"2","19","13","6","true","false"
"3","19","10","13","true","false"
"4","19","12","13","true","false"
"5","19","4","15","true","false"
"6","19","7","14","true","false"
"7","19","11","14","true","false"
"8","19","7","13","true","false"
"9","19","6","15","true","false"
"10","19","14","13","true","false"
"11","19","7","11","true","false"
"12","19","9","16","true","false"
"13","19","14","17","true","false"
"14","19","15","14","true","false"
"15","19","8","13","true","false"
"16","19","14","15","true","false"
"17","19","14","13","false","false"
"18","19","2","11","false","false"
"19","19","13","12","false","false"
"20","19","9","9","false","false"
"21","19","4","15","false","false"
"22","19","12","12","false","false"
"23","19","3","14","false","false"
"24","19","10","17","false","false"
"25","19","11","12","false","false"
"26","19","9","14","false","false"
"27","19","7","13","false","false"
"28","19","9","14","false","false"
"29","19","16","13","false","false"
"30","19","10","15","false","false"
"31","19","14","15","false","false"
"32","19","14","13","false","false"
"33","19","4","15","false","false"
"34","19","17","12","false","false"
"35","19","17","14","false","false"
"36","19","3","14","false","false"
"37","19","9","14","false","false"
"38","19","9","13","false","false"
"39","19","12","13","false","false"
"40","19","9","12","false","false"
"41","19","9","14","false","false"
"42","19","5","18","false","false"
"43","19","13","14","false","false"
"44","19","13","14","false","false"
"45","19","10","12","false","false"
"46","19","14","6","false","false"
"47","19","10","15","false","false"
"48","19","11","14","false","false"
"49","19","10","15","false","false"
"50","19","16","9","false","false"
"51","19","9","14","false","false"
"52","19","9","14","false","false"
"53","19","13","12","false","false"
"54","19","14","13","false","false"
"55","19","5","14","false","false"
"56","19","10","12","false","false"
"57","19","18","15","false","false"
"58","19","9","13","false","false"
"59","19","11","14","false","false"
"60","19","9","12","false","false"
"61","19","10","10","false","false"
"62","19","9","14","false","false"
"63","19","17","12","false","false"
"64","19","8","17","false","false"
"65","19","11","16","false","false"
"66","19","12","13","false","false"
"67","19","8","15","false","false"
"68","19","11","10","false","false"
"69","19","8","15","false","false"
"70","19","9","16","false","false"
"71","19","14","17","false","false"
"72","19","9","11","false","false"
"73","19","12","15","false","false"
"74","19","9","13","false","false"
"75","19","9","10","false","false"
"76","19","10","11","false","false"
"77","19","16","17","false","false"
"78","19","12","13","false","false"
"79","19","8","13","false","false"
"80","19","11","14","false","false"
"81","19","10","13","false","false"
"82","19","8","15","false","false"
"Day: 19"
"0","20","8","12","true","false"
"1","20","9","15","true","false"
"2","20","13","5","true","false"
"3","20","10","12","true","false"
"4","20","12","12","true","false"
"5","20","4","14","true","false"
"6","20","6","14","true","false"
"7","20","11","13","true","false"
"8","20","8","13","true","false"
"9","20","6","14","true","false"
"10","20","13","13","true","false"
"11","20","6","11","true","false"
"12","20","9","15","true","false"
"13","20","15","17","true","false"
"14","20","14","14","true","false"
"15","20","9","13","true","false"
"16","20","14","14","true","false"
"17","20","13","13","false","false"
"18","20","2","10","false","false"
"19","20","13","11","false","false"
"20","20","8","9","false","false"
"21","20","5","15","false","false"
"22","20","11","12","false","false"
"23","20","4","14","false","false"
"24","20","11","17","false","false"
"25","20","12","12","false","false"
"26","20","10","14","false","false"
"27","20","8","13","false","false"
"28","20","9","13","false","false"
"29","20","15","13","false","false"
"30","20","11","15","false","false"
"31","20","15","15","false","false"
"32","20","13","13","false","false"
"33","20","3","15","false","false"
"34","20","16","12","false","false"
"35","20","18","14","false","false"
"36","20","2","14","false","false"
"37","20","9","13","false","false"
"38","20","8","13","false","false"
"39","20","11","13","false","false"
"40","20","8","12","false","false"
"41","20","9","13","false","false"
"42","20","5","17","false","false"
"43","20","13","13","false","false"
"44","20","12","14","false","false"
"45","20","10","11","false","false"
"46","20","13","6","false","false"
"47","20","9","15","false","false"
"48","20","11","13","false","false"
"49","20","9","15","false","false"
"50","20","16","8","false","false"
"51","20","8","14","false","false"
"52","20","10","14","false","false"
"53","20","13","11","false","false"
"54","20","13","13","false","false"
"55","20","6","14","false","false"
"56","20","10","11","false","false"
"57","20","17","15","false","false"
"58","20","9","12","false","false"
"59","20","12","14","false","false"
"60","20","9","11","false","false"
"61","20","11","10","false","false"
"62","20","9","13","false","false"
"63","20","18","12","false","false"
"64","20","7","17","false","false"
"65","20","10","16","false","false"
"66","20","12","12","false","false"
"67","20","7","15","false","false"
"68","20","10","10","false","false"
"69","20","7","15","false","false"
"70","20","9","15","false","false"
"71","20","14","16","false","false"
"72","20","10","11","false","false"
"73","20","11","15","false","false"
"74","20","9","12","false","false"
"75","20","8","10","false","false"
"76","20","10","10","false","false"
"77","20","15","17","false","false"
"78","20","13","13","false","false"
"79","20","9","13","false","false"
"80","20","11","13","false","false"
"81","20","11","13","false","false"
"82","20","9","15","false","false"
"Day: 20"
"0","21","7","12","true","false"
"1","21","8","15","true","false"
"2","21","12","5","true","false"
"3","21","12","10","true","false"
"4","21","13","12","true","false"
"5","21","3","14","true","false"
"6","21","5","14","true","false"
"7","21","10","13","true","false"
"8","21","9","13","true","false"
"9","21","7","14","true","false"
"10","21","13","12","true","false"
"11","21","5","11","true","false"
"12","21","10","15","true","false"
"13","21","14","17","true","false"
"14","21","13","14","true","false"
"15","21","8","13","true","false"
"16","21","13","14","true","false"
"17","21","14","13","false","false"
"18","21","3","10","false","false"
"19","21","13","10","false","false"
"20","21","8","8","false","false"
"21","21","4","15","false","false"
"22","21","11","11","false","false"
"23","21","5","14","false","false"
"24","21","12","17","false","false"
"25","21","12","11","false","false"
"26","21","10","13","false","false"
"27","21","7","13","false","false"
"28","21","8","13","false","false"
"29","21","14","13","false","false"
"30","21","10","15","false","false"
"31","21","16","15","false","false"
"32","21","13","12","false","false"
"33","21","4","15","false","false"
"34","21","17","12","false","false"
"35","21","17","14","false","false"
"36","21","1","14","false","false"
"37","21","9","12","false","false"
"38","21","8","12","false","false"
"39","21","11","12","false","false"
"40","21","8","11","false","false"
"41","21","8","13","false","false"
"42","21","6","17","false","false"
"43","21","13","12","false","false"
"44","21","13","14","false","false"
"45","21","10","10","false","false"
"46","21","14","6","false","false"
"47","21","8","15","false","false"
"48","21","12","13","false","false"
"49","21","10","15","false","false"
"50","21","17","8","false","false"
"51","21","7","14","false","false"
"52","21","11","14","false","false"
"53","21","14","11","false","false"
"54","21","12","13","false","false"
"55","21","6","13","false","false"
"56","21","10","10","false","false"
"57","21","17","14","false","false"
"58","21","9","11","false","false"
"59","21","11","14","false","false"
"60","21","8","11","false","false"
"61","21","12","10","false","false"
"62","21","11","11","false","false"
"63","21","18","11","false","false"
"64","21","7","16","false","false"
"65","21","9","16","false","false"
"66","21","13","12","false","false"
"67","21","6","15","false","false"
"68","21","8","12","false","false"
"69","21","8","15","false","false"
"70","21","11","13","false","false"
"71","21","15","16","false","false"
"72","21","9","11","false","false"
"73","21","10","15","false","false"
"74","21","9","11","false","false"
"75","21","8","9","false","false"
"76","21","9","10","false","false"
"77","21","15","16","false","false"
"78","21","12","13","false","false"
"79","21","9","12","false","false"
"80","21","11","12","false","false"
"81","21","12","13","false","false"
"82","21","9","14","false","false"
"Day: 21"
"0","22","8","12","true","false"
"1","22","7","15","true","false"
"2","22","11","5","true","false"
"3","22","12","9","true","false"
"4","22","13","11","true","false"
"5","22","2","14","true","false"
"6","22","5","13","true","false"
"7","22","11","13","true","false"
"8","22","10","13","true","false"
"9","22","9","13","true","false"
"10","22","12","12","true","false"
"11","22","5","10","true","false"
"12","22","9","15","true","false"
"13","22","14","16","true","false"
"14","22","13","13","true","false"
"15","22","8","12","true","false"
"16","22","12","14","true","false"
"17","22","14","12","false","false"
"18","22","5","9","false","false"
"19","22","13","9","false","false"
"20","22","7","8","false","false"
"21","22","3","15","false","false"
"22","22","12","11","false","false"
"23","22","6","14","false","false"
"24","22","11","17","false","false"
"25","22","13","11","false","false"
"26","22","10","12","false","false"
"27","22","6","13","false","false"
"28","22","7","13","false","false"
"29","22","14","12","false","false"
"30","22","9","15","false","false"
"31","22","17","15","false","false"
"32","22","14","12","false","false"
"33","22","4","14","false","false"
"34","22","18","12","false","false"
"35","22","18","14","false","false"
"36","22","0","14","false","false"
"37","22","10","12","false","false"
"38","22","8","11","false","false"
"39","22","10","12","false","false"
"40","22","7","11","false","false"
"41","22","9","13","false","false"
"42","22","6","16","false","false"
"43","22","14","12","false","false"
"44","22","13","13","false","false"
"45","22","10","9","false","false"
"46","22","14","5","false","false"
"47","22","8","14","false","false"
"48","22","11","13","false","false"
"49","22","11","15","false","false"
"50","22","18","8","false","false"
"51","22","6","14","false","false"
"52","22","10","14","false","false"
"53","22","13","11","false","false"
"54","22","12","12","false","false"
"55","22","5","13","false","false"
"56","22","10","9","false","false"
"57","22","16","14","false","false"
"58","22","9","10","false","false"
"59","22","12","14","false","false"
"60","22","9","11","false","false"
"61","22","13","10","false","false"
"62","22","10","11","false","false"
"63","22","19","11","false","false"
"64","22","8","16","false","false"
"65","22","9","15","false","false"
"66","22","12","12","false","false"
"67","22","5","15","false","false"
"68","22","9","12","false","false"
"69","22","7","15","false","false"
"70","22","10","13","false","false"
"71","22","14","16","false","false"
"72","22","9","10","false","false"
"73","22","10","14","false","false"
"74","22","9","10","false","false"
"75","22","8","8","false","false"
"76","22","10","10","false","false"
"77","22","15","15","false","false"
"78","22","12","12","false","false"
"79","22","10","12","false","false"
"80","22","10","12","false","false"
"81","22","11","13","false","false"
"82","22","9","13","false","false"
"Day: 22"
"0","23","7","12","true","false"
"1","23","8","15","true","false"
"2","23","11","4","true","false"
"3","23","13","9","true","false"
"4","23","14","11","true","false"
"5","23","2","13","true","false"
"6","23","6","13","true","false"
"7","23","11","12","true","false"
"8","23","10","12","true","false"
"9","23","8","13","true","false"
"10","23","13","12","true","false"
"11","23","5","9","true","false"
"12","23","8","15","true","false"
"13","23","15","16","true","false"
"14","23","12","13","true","false"
"15","23","8","11","true","false"
"16","23","11","14","true","false"
"17","23","14","11","false","false"
"18","23","6","9","false","false"
"19","23","14","9","false","false"
"20","23","6","8","false","false"
"21","23","2","15","false","false"
"22","23","13","11","false","false"
"23","23","6","13","false","false"
"24","23","10","17","false","false"
"25","23","14","11","false","false"
"26","23","12","10","false","false"
"27","23","6","12","false","false"
"28","23","7","12","false","false"
"29","23","14","11","false","false"
"30","23","9","14","false","false"
"31","23","16","15","false","false"
"32","23","13","12","false","false"
"33","23","4","13","false","false"
"34","23","17","12","false","false"
"35","23","19","14","false","false"
"36","23","0","13","false","false"
"37","23","10","11","false","false"
"38","23","9","11","false","false"
"39","23","10","11","false","false"
"40","23","8","11","false","false"
"41","23","8","13","false","false"
"42","23","8","14","false","false"
"43","23","14","11","false","false"
"44","23","12","13","false","false"
"45","23","10","8","false","false"
"46","23","14","4","false","false"
"47","23","10","12","false","false"
"48","23","11","12","false","false"
"49","23","7","14","false","false"
"50","23","19","8","false","false"
"51","23","6","13","false","false"
"52","23","10","13","false","false"
"53","23","14","11","false","false"
"54","23","13","12","false","false"
"55","23","6","13","false","false"
"56","23","10","8","false","false"
"57","23","15","14","false","false"
"58","23","9","9","false","false"
"59","23","12","13","false","false"
"60","23","9","10","false","false"
"61","23","12","10","false","false"
"62","23","9","11","false","false"
"63","23","20","11","false","false"
"64","23","8","15","false","false"
"65","23","8","15","false","false"
"66","23","12","11","false","false"
"67","23","5","14","false","false"
"68","23","9","14","false","false"
"69","23","7","14","false","false"
"70","23","8","12","false","false"
"71","23","14","15","false","false"
"72","23","8","10","false","false"
"73","23","9","14","false","false"
"74","23","8","10","false","false"
"75","23","8","7","false","false"
"76","23","9","10","false","false"
"77","23","14","15","false","false"
"78","23","13","12","false","false"
"79","23","11","12","false","false"
"80","23","8","11","false","false"
"81","23","12","13","false","false"
"82","23","10","13","false","false"
"Day: 23"
"0","24","6","12","true","false"
"1","24","8","14","true","false"
"2","24","10","4","true","false"
"3","24","14","9","true","false"
"4","24","15","11","true","false"
"5","24","1","13","true","false"
"6","24","5","13","true","false"
"7","24","12","12","true","false"
"8","24","12","10","true","false"
"9","24","9","13","true","false"
"10","24","14","12","true","false"
"11","24","5","8","true","false"
"12","24","7","15","true","false"
"13","24","14","16","true","false"
"14","24","11","13","true","false"
"15","24","8","10","true","false"
"16","24","12","14","true","false"
"17","24","15","11","false","false"
"18","24","6","8","false","false"
"19","24","13","9","false","false"
"20","24","5","8","false","false"
"21","24","2","14","false","false"
"22","24","14","11","false","false"
"23","24","7","13","false","false"
"24","24","10","16","false","false"
"25","24","15","11","false","false"
"26","24","13","10","false","false"
"27","24","7","12","false","false"
"28","24","6","12","false","false"
"29","24","15","11","false","false"
"30","24","9","13","false","false"
"31","24","17","15","false","false"
"32","24","13","11","false","false"
"33","24","5","13","false","false"
"34","24","18","12","false","false"
"35","24","20","14","false","false"
"36","24","0","12","false","false"
"37","24","11","11","false","false"
"38","24","8","11","false","false"
"39","24","11","11","false","false"
"40","24","8","10","false","false"
"41","24","9","13","false","false"
"42","24","9","14","false","false"
"43","24","14","10","false","false"
"44","24","12","12","false","false"
"45","24","9","8","false","false"
"46","24","15","4","false","false"
"47","24","9","12","false","false"
"48","24","10","12","false","false"
"49","24","6","14","false","false"
"50","24","19","7","false","false"
"51","24","7","13","false","false"
"52","24","10","12","false","false"
"53","24","14","10","false","false"
"54","24","14","12","false","false"
"55","24","5","13","false","false"
"56","24","9","8","false","false"
"57","24","16","14","false","false"
"58","24","10","9","false","false"
"59","24","12","12","false","false"
"60","24","10","10","false","false"
