"Animat","Day","Location x:","Location y:"
"87"
"87"
"87"
"87"
"87"
"87"
"87"
"87"
"87"
"87"
"87"
"83"
"87"
"83"
"87"
"83"
"87"
"83"
"87"
"83"
"87"
"83"
"87"
"83"
"87"
"71"
"83"
"87"
"99"
"3"
"4"
"50"
"71"
"83"
"87"
"99"
"3"
"4"
"50"
"71"
"83"
"87"
"99"
"3"
"4"
"50"
"71"
"83"
"87"
"99"
"3"
"4"
"50"
"71"
"83"
"87"
"95"
"99"
"3"
"4"
"27"
"50"
"71"
"81"
"83"
"87"
"95"
"99"
"3"
"4"
"6"
"27"
"32"
"50"
"71"
"72"
"81"
"83"
"85"
"87"
"95"
"99"
"3"
"4"
"6"
"27"
"32"
"50"
"71"
"72"
"81"
"83"
"85"
"87"
"95"
"99"
"3"
"4"
"6"
"27"
"32"
"50"
"58"
"71"
"72"
"81"
"83"
"85"
"87"
"95"
"99"
"111"
