"Animat","Nearest stone","Distance to water","Distance from start","Distance to end","Has stone"
"62","6.324555320336759","17.0","1.0","18.027756377319946","0.0"
"63","7.0710678118654755","18.0","1.0","19.0","0.0"
"64","7.0710678118654755","18.0","2.23606797749979","19.1049731745428","0.0"
"65","7.615773105863909","18.0","2.23606797749979","19.1049731745428","0.0"
"66","6.0","17.0","1.0","18.027756377319946","0.0"
"67","6.0","17.0","1.0","18.027756377319946","0.0"
"68","7.615773105863909","18.0","2.23606797749979","19.1049731745428","0.0"
"69","7.615773105863909","18.0","2.23606797749979","19.1049731745428","0.0"
"70","7.0710678118654755","18.0","2.23606797749979","19.1049731745428","0.0"
"71","5.0990195135927845","16.0","1.0","17.0","0.0"
"72","6.0","17.0","1.0","18.027756377319946","0.0"
"73","6.0","17.0","1.0","18.027756377319946","0.0"
"74","6.324555320336759","17.0","1.0","18.027756377319946","0.0"
"75","7.0710678118654755","18.0","2.23606797749979","19.1049731745428","0.0"
"76","7.0710678118654755","18.0","2.23606797749979","19.1049731745428","0.0"
"77","7.0710678118654755","18.0","2.23606797749979","19.1049731745428","0.0"
"78","6.0","17.0","1.0","18.027756377319946","0.0"
"79","5.0990195135927845","16.0","1.0","17.0","0.0"
"80","6.0","17.0","1.0","18.027756377319946","0.0"
"81","6.0","17.0","1.0","18.027756377319946","0.0"
"82","6.0","17.0","1.0","18.027756377319946","0.0"
"83","6.0","17.0","1.0","18.027756377319946","0.0"
"84","7.0710678118654755","18.0","2.23606797749979","19.1049731745428","0.0"
"85","7.0710678118654755","18.0","2.23606797749979","19.1049731745428","0.0"
"86","6.324555320336759","17.0","1.0","18.027756377319946","0.0"
"87","6.0","17.0","1.0","18.027756377319946","0.0"
"88","7.0710678118654755","18.0","1.0","19.0","0.0"
"89","6.324555320336759","17.0","1.0","18.027756377319946","0.0"
"90","7.615773105863909","18.0","2.23606797749979","19.1049731745428","0.0"
"91","7.0710678118654755","18.0","1.0","19.0","0.0"
"92","7.615773105863909","18.0","2.23606797749979","19.1049731745428","0.0"
"93","6.0","17.0","1.0","18.027756377319946","0.0"
"94","5.0990195135927845","16.0","1.0","17.0","0.0"
"95","6.324555320336759","17.0","1.0","18.027756377319946","0.0"
"96","6.0","17.0","1.0","18.027756377319946","0.0"
"97","6.324555320336759","17.0","1.0","18.027756377319946","0.0"
"98","5.0990195135927845","16.0","1.0","17.0","0.0"
"99","7.0710678118654755","18.0","1.0","19.0","0.0"
"100","6.0","17.0","1.0","18.027756377319946","0.0"
"0","8.06225774829855","18.0","3.1622776601683795","19.235384061671343","0.0"
"1","6.082762530298219","17.0","0.0","18.0","0.0"
"2","6.082762530298219","17.0","2.0","18.110770276274835","0.0"
"3","6.082762530298219","17.0","0.0","18.0","0.0"
"4","5.385164807134504","16.0","1.4142135623730951","17.029386365926403","0.0"
"5","4.123105625617661","15.0","2.0","16.0","0.0"
"6","6.082762530298219","17.0","2.0","18.110770276274835","0.0"
"7","7.280109889280518","18.0","3.1622776601683795","19.235384061671343","0.0"
"8","7.280109889280518","18.0","1.4142135623730951","19.026297590440446","0.0"
"9","5.0","16.0","1.4142135623730951","17.029386365926403","0.0"
"10","5.385164807134504","16.0","1.4142135623730951","17.029386365926403","0.0"
"11","6.082762530298219","17.0","2.0","18.110770276274835","0.0"
"12","7.0","18.0","1.4142135623730951","19.026297590440446","0.0"
"13","7.0","18.0","1.4142135623730951","19.026297590440446","0.0"
"14","7.280109889280518","18.0","1.4142135623730951","19.026297590440446","0.0"
"15","6.708203932499369","17.0","2.0","18.110770276274835","0.0"
"16","6.708203932499369","17.0","2.0","18.110770276274835","0.0"
"17","5.0","16.0","1.4142135623730951","17.029386365926403","0.0"
"18","6.708203932499369","17.0","2.0","18.110770276274835","0.0"
"19","7.0","18.0","1.4142135623730951","19.026297590440446","0.0"
"20","6.082762530298219","17.0","0.0","18.0","0.0"
"21","6.082762530298219","17.0","0.0","18.0","0.0"
"22","6.082762530298219","17.0","0.0","18.0","0.0"
"23","8.06225774829855","18.0","3.1622776601683795","19.235384061671343","0.0"
"24","6.082762530298219","17.0","2.0","18.110770276274835","0.0"
"25","7.0","18.0","1.4142135623730951","19.026297590440446","0.0"
"26","6.082762530298219","17.0","0.0","18.0","0.0"
"27","7.0","18.0","1.4142135623730951","19.026297590440446","0.0"
"28","7.280109889280518","18.0","1.4142135623730951","19.026297590440446","0.0"
"29","7.0","18.0","1.4142135623730951","19.026297590440446","0.0"
"30","7.280109889280518","18.0","1.4142135623730951","19.026297590440446","0.0"
"31","5.385164807134504","16.0","1.4142135623730951","17.029386365926403","0.0"
"32","6.708203932499369","17.0","2.0","18.110770276274835","0.0"
"33","6.708203932499369","17.0","2.0","18.110770276274835","0.0"
"34","6.708203932499369","17.0","2.0","18.110770276274835","0.0"
"35","6.708203932499369","17.0","2.0","18.110770276274835","0.0"
"36","6.708203932499369","17.0","2.0","18.110770276274835","0.0"
"37","6.082762530298219","17.0","0.0","18.0","0.0"
"38","7.280109889280518","18.0","3.1622776601683795","19.235384061671343","0.0"
"39","6.082762530298219","17.0","0.0","18.0","0.0"
"40","6.708203932499369","17.0","2.0","18.110770276274835","0.0"
"41","5.0","16.0","1.4142135623730951","17.029386365926403","0.0"
"42","6.082762530298219","17.0","2.0","18.110770276274835","0.0"
"43","6.708203932499369","17.0","2.0","18.110770276274835","0.0"
"44","8.06225774829855","18.0","3.1622776601683795","19.235384061671343","0.0"
"45","7.280109889280518","18.0","1.4142135623730951","19.026297590440446","0.0"
"46","5.0","16.0","1.4142135623730951","17.029386365926403","0.0"
"47","5.0","16.0","1.4142135623730951","17.029386365926403","0.0"
"48","7.0","18.0","1.4142135623730951","19.026297590440446","0.0"
"49","8.06225774829855","18.0","3.1622776601683795","19.235384061671343","0.0"
"50","5.385164807134504","16.0","1.4142135623730951","17.029386365926403","0.0"
"51","4.123105625617661","15.0","2.0","16.0","0.0"
"52","6.082762530298219","17.0","0.0","18.0","0.0"
"53","7.0","18.0","1.4142135623730951","19.026297590440446","0.0"
"54","8.06225774829855","18.0","3.1622776601683795","19.235384061671343","0.0"
"55","6.082762530298219","17.0","0.0","18.0","0.0"
"56","7.280109889280518","18.0","1.4142135623730951","19.026297590440446","0.0"
"57","6.708203932499369","17.0","2.0","18.110770276274835","0.0"
"58","7.280109889280518","18.0","1.4142135623730951","19.026297590440446","0.0"
"59","6.082762530298219","17.0","0.0","18.0","0.0"
"60","6.708203932499369","17.0","2.0","18.110770276274835","0.0"
"61","7.280109889280518","18.0","1.4142135623730951","19.026297590440446","0.0"
"62","6.708203932499369","17.0","2.0","18.110770276274835","0.0"
"63","7.280109889280518","18.0","1.4142135623730951","19.026297590440446","0.0"
"64","7.0","18.0","1.4142135623730951","19.026297590440446","0.0"
"65","7.280109889280518","18.0","1.4142135623730951","19.026297590440446","0.0"
"66","6.082762530298219","17.0","2.0","18.110770276274835","0.0"
"67","6.082762530298219","17.0","0.0","18.0","0.0"
"68","8.06225774829855","18.0","3.1622776601683795","19.235384061671343","0.0"
"69","8.06225774829855","18.0","3.1622776601683795","19.235384061671343","0.0"
"70","6.082762530298219","17.0","2.0","18.110770276274835","0.0"
"71","5.385164807134504","16.0","1.4142135623730951","17.029386365926403","0.0"
"72","6.082762530298219","17.0","0.0","18.0","0.0"
"73","5.0","16.0","1.4142135623730951","17.029386365926403","0.0"
"74","6.082762530298219","17.0","0.0","18.0","0.0"
"75","7.280109889280518","18.0","3.1622776601683795","19.235384061671343","0.0"
"76","7.0","18.0","1.4142135623730951","19.026297590440446","0.0"
"77","7.280109889280518","18.0","3.1622776601683795","19.235384061671343","0.0"
"78","5.0","16.0","1.4142135623730951","17.029386365926403","0.0"
"79","5.0","16.0","1.4142135623730951","17.029386365926403","0.0"
"80","6.082762530298219","17.0","2.0","18.110770276274835","0.0"
"81","6.082762530298219","17.0","0.0","18.0","0.0"
"82","6.082762530298219","17.0","2.0","18.110770276274835","0.0"
"83","5.0","16.0","1.4142135623730951","17.029386365926403","0.0"
"84","7.0","18.0","1.4142135623730951","19.026297590440446","0.0"
"85","7.280109889280518","18.0","3.1622776601683795","19.235384061671343","0.0"
"86","6.708203932499369","17.0","2.0","18.110770276274835","0.0"
"87","5.0","16.0","1.4142135623730951","17.029386365926403","0.0"
"88","7.280109889280518","18.0","1.4142135623730951","19.026297590440446","0.0"
"89","6.082762530298219","17.0","0.0","18.0","0.0"
"90","8.06225774829855","18.0","3.1622776601683795","19.235384061671343","0.0"
"91","7.0","18.0","1.4142135623730951","19.026297590440446","0.0"
"92","7.280109889280518","18.0","1.4142135623730951","19.026297590440446","0.0"
"93","6.082762530298219","17.0","0.0","18.0","0.0"
"94","5.385164807134504","16.0","1.4142135623730951","17.029386365926403","0.0"
"95","6.708203932499369","17.0","2.0","18.110770276274835","0.0"
"96","6.082762530298219","17.0","0.0","18.0","0.0"
"97","5.385164807134504","16.0","1.4142135623730951","17.029386365926403","0.0"
"98","5.385164807134504","16.0","1.4142135623730951","17.029386365926403","0.0"
"99","6.082762530298219","17.0","0.0","18.0","0.0"
"100","6.082762530298219","17.0","0.0","18.0","0.0"
"0","8.602325267042627","18.0","4.123105625617661","19.4164878389476","0.0"
"1","6.324555320336759","17.0","1.0","18.027756377319946","0.0"
"2","6.0","17.0","1.0","18.027756377319946","0.0"
"3","5.0990195135927845","16.0","1.0","17.0","0.0"
"4","5.830951894845301","16.0","2.23606797749979","17.11724276862369","0.0"
"5","3.1622776601683795","14.0","3.0","15.0","0.0"
"6","6.0","17.0","1.0","18.027756377319946","0.0"
"7","7.0710678118654755","18.0","2.23606797749979","19.1049731745428","0.0"
"8","6.324555320336759","17.0","1.0","18.027756377319946","0.0"
"9","5.0990195135927845","16.0","2.23606797749979","17.11724276862369","0.0"
"10","5.0990195135927845","16.0","1.0","17.0","0.0"
"11","5.0990195135927845","16.0","2.23606797749979","17.11724276862369","0.0"
"12","7.0710678118654755","18.0","2.23606797749979","19.1049731745428","0.0"
"13","7.0710678118654755","18.0","2.23606797749979","19.1049731745428","0.0"
"14","7.615773105863909","18.0","2.23606797749979","19.1049731745428","0.0"
"15","6.324555320336759","17.0","1.0","18.027756377319946","0.0"
"16","7.211102550927978","17.0","3.0","18.24828759089466","0.0"
"17","5.0990195135927845","16.0","1.0","17.0","0.0"
"18","6.324555320336759","17.0","1.0","18.027756377319946","0.0"
"19","6.0","17.0","1.0","18.027756377319946","0.0"
"20","5.0990195135927845","16.0","1.0","17.0","0.0"
"21","6.0","17.0","1.0","18.027756377319946","0.0"
"22","6.0","17.0","1.0","18.027756377319946","0.0"
"23","8.602325267042627","18.0","4.123105625617661","19.4164878389476","0.0"
"24","6.0","17.0","1.0","18.027756377319946","0.0"
"25","6.0","17.0","1.0","18.027756377319946","0.0"
"26","5.0990195135927845","16.0","1.0","17.0","0.0"
"27","6.0","17.0","1.0","18.027756377319946","0.0"
"28","7.615773105863909","18.0","2.23606797749979","19.1049731745428","0.0"
"29","7.0710678118654755","18.0","2.23606797749979","19.1049731745428","0.0"
"30","7.615773105863909","18.0","2.23606797749979","19.1049731745428","0.0"
"31","5.0990195135927845","16.0","1.0","17.0","0.0"
"32","5.830951894845301","16.0","2.23606797749979","17.11724276862369","0.0"
"33","5.830951894845301","16.0","2.23606797749979","17.11724276862369","0.0"
"34","5.830951894845301","16.0","2.23606797749979","17.11724276862369","0.0"
"35","6.324555320336759","17.0","1.0","18.027756377319946","0.0"
"36","6.324555320336759","17.0","1.0","18.027756377319946","0.0"
"37","5.0990195135927845","16.0","1.0","17.0","0.0"
"38","6.324555320336759","17.0","3.0","18.24828759089466","0.0"
"39","6.324555320336759","17.0","1.0","18.027756377319946","0.0"
"40","5.830951894845301","16.0","2.23606797749979","17.11724276862369","0.0"
"41","5.0990195135927845","16.0","2.23606797749979","17.11724276862369","0.0"
"42","6.0","17.0","1.0","18.027756377319946","0.0"
"43","7.211102550927978","17.0","3.0","18.24828759089466","0.0"
"44","7.615773105863909","18.0","2.23606797749979","19.1049731745428","0.0"
"45","6.324555320336759","17.0","1.0","18.027756377319946","0.0"
"46","5.0990195135927845","16.0","1.0","17.0","0.0"
"47","5.0990195135927845","16.0","2.23606797749979","17.11724276862369","0.0"
"48","7.0710678118654755","18.0","1.0","19.0","0.0"
"49","7.615773105863909","18.0","2.23606797749979","19.1049731745428","0.0"
"50","4.47213595499958","15.0","2.23606797749979","16.0312195418814","0.0"
"51","3.1622776601683795","14.0","3.0","15.0","0.0"
"52","5.0990195135927845","16.0","1.0","17.0","0.0"
"53","6.0","17.0","1.0","18.027756377319946","0.0"
"54","7.211102550927978","17.0","3.0","18.24828759089466","0.0"
"55","5.0990195135927845","16.0","1.0","17.0","0.0"
"56","7.0710678118654755","18.0","1.0","19.0","0.0"
"57","5.830951894845301","16.0","2.23606797749979","17.11724276862369","0.0"
"58","7.0710678118654755","18.0","1.0","19.0","0.0"
"59","5.0990195135927845","16.0","1.0","17.0","0.0"
"60","7.211102550927978","17.0","3.0","18.24828759089466","0.0"
"61","7.615773105863909","18.0","2.23606797749979","19.1049731745428","0.0"
"62","5.830951894845301","16.0","2.23606797749979","17.11724276862369","0.0"
"63","7.0710678118654755","18.0","1.0","19.0","0.0"
"64","7.0710678118654755","18.0","1.0","19.0","0.0"
"65","6.324555320336759","17.0","1.0","18.027756377319946","0.0"
"66","6.0","17.0","1.0","18.027756377319946","0.0"
"67","6.0","17.0","1.0","18.027756377319946","0.0"
"68","7.211102550927978","17.0","3.0","18.24828759089466","0.0"
"69","7.211102550927978","17.0","3.0","18.24828759089466","0.0"
"70","6.324555320336759","17.0","3.0","18.24828759089466","0.0"
"71","4.47213595499958","15.0","2.23606797749979","16.0312195418814","0.0"
"72","6.0","17.0","1.0","18.027756377319946","0.0"
"73","5.0990195135927845","16.0","2.23606797749979","17.11724276862369","0.0"
"74","6.0","17.0","1.0","18.027756377319946","0.0"
"75","6.324555320336759","17.0","3.0","18.24828759089466","0.0"
"76","6.0","17.0","1.0","18.027756377319946","0.0"
"77","7.615773105863909","18.0","4.123105625617661","19.4164878389476","0.0"
"78","5.0990195135927845","16.0","2.23606797749979","17.11724276862369","0.0"
"79","4.0","15.0","2.23606797749979","16.0312195418814","0.0"
"80","6.0","17.0","1.0","18.027756377319946","0.0"
"81","6.324555320336759","17.0","1.0","18.027756377319946","0.0"
"82","6.324555320336759","17.0","3.0","18.24828759089466","0.0"
"83","4.0","15.0","2.23606797749979","16.0312195418814","0.0"
"84","7.0710678118654755","18.0","1.0","19.0","0.0"
"85","6.324555320336759","17.0","3.0","18.24828759089466","0.0"
"86","6.324555320336759","17.0","1.0","18.027756377319946","0.0"
"87","4.0","15.0","2.23606797749979","16.0312195418814","0.0"
"88","7.615773105863909","18.0","2.23606797749979","19.1049731745428","0.0"
"89","6.324555320336759","17.0","1.0","18.027756377319946","0.0"
"90","8.602325267042627","18.0","4.123105625617661","19.4164878389476","0.0"
"91","7.0710678118654755","18.0","2.23606797749979","19.1049731745428","0.0"
"92","7.615773105863909","18.0","2.23606797749979","19.1049731745428","0.0"
"93","6.0","17.0","1.0","18.027756377319946","0.0"
"94","4.47213595499958","15.0","2.23606797749979","16.0312195418814","0.0"
"95","5.830951894845301","16.0","2.23606797749979","17.11724276862369","0.0"
"96","5.0990195135927845","16.0","1.0","17.0","0.0"
"97","5.0990195135927845","16.0","1.0","17.0","0.0"
"98","5.0990195135927845","16.0","1.0","17.0","0.0"
"99","5.0990195135927845","16.0","1.0","17.0","0.0"
"100","6.324555320336759","17.0","1.0","18.027756377319946","0.0"
"0","8.06225774829855","18.0","3.1622776601683795","19.235384061671343","0.0"
"1","5.385164807134504","16.0","1.4142135623730951","17.029386365926403","0.0"
"2","6.082762530298219","17.0","0.0","18.0","0.0"
"3","4.123105625617661","15.0","2.0","16.0","0.0"
"4","5.385164807134504","16.0","1.4142135623730951","17.029386365926403","0.0"
"5","2.23606797749979","13.0","4.0","14.0","0.0"
"6","6.082762530298219","17.0","2.0","18.110770276274835","0.0"
"7","7.280109889280518","18.0","3.1622776601683795","19.235384061671343","0.0"
"8","5.385164807134504","16.0","1.4142135623730951","17.029386365926403","0.0"
"9","4.123105625617661","15.0","2.8284271247461903","16.1245154965971","0.0"
"10","4.123105625617661","15.0","2.0","16.0","0.0"
"11","5.0","16.0","1.4142135623730951","17.029386365926403","0.0"
"12","7.0","18.0","1.4142135623730951","19.026297590440446","0.0"
"13","7.0","18.0","1.4142135623730951","19.026297590440446","0.0"
"14","7.280109889280518","18.0","1.4142135623730951","19.026297590440446","0.0"
"15","6.708203932499369","17.0","2.0","18.110770276274835","0.0"
"16","7.810249675906654","17.0","4.0","18.439088914585774","0.0"
"17","5.385164807134504","16.0","1.4142135623730951","17.029386365926403","0.0"
"18","6.708203932499369","17.0","2.0","18.110770276274835","0.0"
"19","6.082762530298219","17.0","0.0","18.0","0.0"
"20","5.385164807134504","16.0","1.4142135623730951","17.029386365926403","0.0"
"21","6.082762530298219","17.0","0.0","18.0","0.0"
