"Generation","Best Fitness","Worst Fitness","Mean Fitness","Standard Deviation","Best Lifespan","Worst Lifespan","Mean Lifespan","Standard Deviation Lifespan","Died","Reached end"
"5386","1.0","0.0","0.24","0.4270831300812525","5.0","1000.0","224.964","210.45036161527497","0.756","0.24"
"5387","1.0","0.0","0.188","0.3907121702737195","6.0","841.0","190.1","168.37834183766023","0.812","0.188"
"5388","1.0","0.0","0.192","0.3938730760029175","6.0","1000.0","239.12","217.98310393239194","0.788","0.192"
"5389","1.0","0.0","0.236","0.42462218500685994","5.0","1000.0","218.468","201.54826959316722","0.748","0.236"
"5390","1.0","0.0","0.232","0.42210899066473345","7.0","1000.0","203.312","191.83052587114489","0.764","0.232"
"5391","1.0","0.0","0.208","0.4058768286069063","5.0","1000.0","225.068","219.12624529252548","0.78","0.208"
"5392","1.0","0.0","0.284","0.45093680266751346","7.0","1000.0","223.356","213.15002524982256","0.7","0.284"
"5393","1.0","0.0","0.204","0.4029689814365369","5.0","1000.0","221.728","224.29596076612685","0.784","0.204"
"5394","1.0","0.0","0.232","0.42210899066473345","6.0","1000.0","221.1","184.061755940771","0.76","0.232"
"5395","1.0","0.0","0.272","0.4449898875255482","6.0","1000.0","246.18","216.75852832126347","0.72","0.272"
"5396","1.0","0.0","0.204","0.4029689814365369","5.0","1000.0","227.212","211.2416981942722","0.792","0.204"
"5397","1.0","0.0","0.22","0.41424630354415964","7.0","1000.0","229.08","226.75253824378677","0.764","0.22"
"5398","1.0","0.0","0.224","0.41692205506545227","7.0","882.0","211.452","183.933835103822","0.776","0.224"
"5399","1.0","0.0","0.192","0.3938730760029175","6.0","1000.0","209.608","209.46290921306328","0.792","0.192"
"5400","1.0","0.0","0.268","0.4429175995600084","5.0","1000.0","227.132","210.31673869666196","0.724","0.268"
"5401","1.0","0.0","0.22","0.41424630354415964","5.0","1000.0","223.14","210.94552946199167","0.776","0.22"
"5402","1.0","0.0","0.216","0.41151427678757396","5.0","1000.0","208.42","193.35528852348463","0.776","0.216"
"5403","1.0","0.0","0.252","0.43416126036301306","5.0","950.0","194.772","174.06038037416783","0.748","0.252"
"5404","1.0","0.0","0.228","0.41954260808647315","5.0","1000.0","230.612","218.88399999999993","0.76","0.228"
"5405","1.0","0.0","0.22","0.41424630354415964","6.0","1000.0","225.552","216.43018111160004","0.768","0.22"
"5406","1.0","0.0","0.212","0.408724846320847","6.0","1000.0","214.704","200.39942211493533","0.772","0.212"
"5407","1.0","0.0","0.2","0.4","6.0","1000.0","222.244","221.54288177235583","0.788","0.2"
"5408","1.0","0.0","0.228","0.41954260808647315","7.0","1000.0","184.78","175.01674091354806","0.764","0.228"
"5409","1.0","0.0","0.208","0.4058768286069063","6.0","1000.0","205.472","202.79856315072854","0.788","0.208"
"5410","1.0","0.0","0.224","0.41692205506545227","6.0","1000.0","221.636","208.5991550893723","0.764","0.224"
"5411","1.0","0.0","0.228","0.41954260808647315","5.0","1000.0","219.152","212.60423536703115","0.76","0.228"
"5412","1.0","0.0","0.244","0.42949272403615874","5.0","1000.0","212.908","189.01262268959712","0.748","0.244"
"5413","1.0","0.0","0.256","0.4364218143035474","6.0","1000.0","229.584","214.51870534757575","0.728","0.256"
"5414","1.0","0.0","0.224","0.41692205506545227","5.0","1000.0","210.204","203.08444151140682","0.768","0.224"
"5415","1.0","0.0","0.248","0.43185182644050496","5.0","1000.0","208.12","203.69532542500815","0.74","0.248"
"5416","1.0","0.0","0.256","0.4364218143035474","7.0","1000.0","231.588","202.06837025125918","0.732","0.256"
"5417","1.0","0.0","0.26","0.4386342439892262","5.0","1000.0","238.872","224.3090181334669","0.736","0.26"
"5418","1.0","0.0","0.252","0.43416126036301306","7.0","1000.0","217.06","195.1837913352438","0.744","0.252"
"5419","1.0","0.0","0.188","0.3907121702737195","6.0","1000.0","205.48","203.89311317452584","0.804","0.188"
"5420","1.0","0.0","0.276","0.4470167782086037","5.0","1000.0","207.56","184.91013601206393","0.72","0.276"
"5421","1.0","0.0","0.248","0.43185182644050496","6.0","1000.0","234.624","216.35425261362445","0.736","0.248"
"5422","1.0","0.0","0.272","0.4449898875255482","7.0","1000.0","228.976","204.67703198942476","0.72","0.272"
"5423","1.0","0.0","0.232","0.42210899066473345","5.0","1000.0","197.244","194.93933534307533","0.764","0.232"
"5424","1.0","0.0","0.228","0.41954260808647315","8.0","1000.0","212.256","193.11082430563025","0.764","0.228"
"5425","1.0","0.0","0.208","0.4058768286069063","7.0","1000.0","221.084","206.93254201309185","0.784","0.208"
"5426","1.0","0.0","0.232","0.42210899066473345","6.0","1000.0","218.292","208.35118126854948","0.76","0.232"
"5427","1.0","0.0","0.228","0.41954260808647315","5.0","1000.0","218.944","214.96575742196708","0.76","0.228"
"5428","1.0","0.0","0.204","0.4029689814365369","6.0","1000.0","212.504","192.0155878672354","0.792","0.204"
"5429","1.0","0.0","0.236","0.42462218500685994","7.0","1000.0","197.468","168.89289202331756","0.76","0.236"
"5430","1.0","0.0","0.232","0.42210899066473345","5.0","1000.0","200.632","192.00904295371086","0.764","0.232"
"5431","1.0","0.0","0.196","0.39696851260521915","5.0","1000.0","234.72","218.4613503574488","0.792","0.196"
"5432","1.0","0.0","0.264","0.44079927404658914","5.0","1000.0","227.708","203.9960752955801","0.732","0.264"
"5433","1.0","0.0","0.188","0.3907121702737195","5.0","1000.0","235.78","237.43931350978934","0.8","0.188"
"5434","1.0","0.0","0.22","0.41424630354415964","5.0","1000.0","196.16","198.89204710093352","0.776","0.22"
"5435","1.0","0.0","0.224","0.41692205506545227","7.0","1000.0","212.728","194.91692080473666","0.764","0.224"
"5436","1.0","0.0","0.228","0.41954260808647315","5.0","1000.0","223.68","200.96877767454328","0.76","0.228"
"5437","1.0","0.0","0.216","0.41151427678757396","5.0","1000.0","213.74","187.00410797626876","0.78","0.216"
"5438","1.0","0.0","0.228","0.41954260808647315","6.0","1000.0","206.292","214.4948081795921","0.764","0.228"
"5439","1.0","0.0","0.188","0.3907121702737195","8.0","1000.0","185.944","167.66074335991712","0.808","0.188"
"5440","1.0","0.0","0.208","0.4058768286069063","5.0","1000.0","212.976","205.27522847143544","0.78","0.208"
"5441","1.0","0.0","0.192","0.3938730760029175","5.0","1000.0","209.564","200.33271800681982","0.804","0.192"
"5442","1.0","0.0","0.24","0.4270831300812525","5.0","1000.0","209.772","212.4647359351664","0.748","0.24"
"5443","1.0","0.0","0.212","0.408724846320847","5.0","1000.0","216.424","206.9742694732851","0.78","0.212"
"5444","1.0","0.0","0.18","0.38418745424597095","5.0","1000.0","199.328","205.43101132983793","0.804","0.18"
"5445","1.0","0.0","0.208","0.4058768286069063","5.0","1000.0","222.828","222.72048494918462","0.78","0.208"
"5446","1.0","0.0","0.284","0.45093680266751346","6.0","1000.0","228.044","192.4480243182559","0.712","0.284"
"5447","1.0","0.0","0.212","0.408724846320847","5.0","1000.0","208.94","197.01853821404717","0.784","0.212"
"5448","1.0","0.0","0.236","0.42462218500685994","5.0","1000.0","198.276","197.95799509997065","0.756","0.236"
"5449","1.0","0.0","0.216","0.41151427678757396","5.0","1000.0","239.884","229.76469385873895","0.772","0.216"
"5450","1.0","0.0","0.248","0.43185182644050496","5.0","1000.0","216.04","213.65832162590806","0.74","0.248"
"5451","1.0","0.0","0.228","0.41954260808647315","5.0","1000.0","201.484","195.11053724491663","0.768","0.228"
"5452","1.0","0.0","0.272","0.4449898875255482","5.0","1000.0","216.36","207.35158161923923","0.724","0.272"
"5453","1.0","0.0","0.192","0.3938730760029175","8.0","1000.0","212.912","192.06065775165928","0.8","0.192"
"5454","1.0","0.0","0.236","0.42462218500685994","5.0","1000.0","207.908","205.57619399142493","0.756","0.236"
"5455","1.0","0.0","0.22","0.41424630354415964","5.0","1000.0","205.776","195.32157541859013","0.764","0.22"
"5456","1.0","0.0","0.236","0.42462218500685994","6.0","999.0","214.72","211.4772460573477","0.764","0.236"
"5457","1.0","0.0","0.2","0.4","9.0","945.0","217.74","193.76870851610684","0.8","0.2"
"5458","1.0","0.0","0.2","0.4","7.0","936.0","210.884","202.51547729494655","0.8","0.2"
"5459","1.0","0.0","0.248","0.43185182644050496","5.0","1000.0","224.528","202.3985998370542","0.744","0.248"
"5460","1.0","0.0","0.224","0.41692205506545227","5.0","1000.0","239.96","211.62755586170718","0.768","0.224"
"5461","1.0","0.0","0.216","0.41151427678757396","5.0","891.0","218.716","193.11404750561263","0.784","0.216"
"5462","1.0","0.0","0.236","0.42462218500685994","7.0","1000.0","228.628","215.12831895406055","0.744","0.236"
"5463","1.0","0.0","0.208","0.4058768286069063","5.0","1000.0","219.248","213.50031966252416","0.78","0.208"
"5464","1.0","0.0","0.196","0.39696851260521915","5.0","962.0","192.452","176.95138229468566","0.804","0.196"
"5465","1.0","0.0","0.24","0.4270831300812525","6.0","1000.0","215.232","206.0066653678953","0.752","0.24"
"5466","1.0","0.0","0.208","0.4058768286069063","7.0","904.0","177.996","176.52010645815963","0.792","0.208"
"5467","1.0","0.0","0.172","0.3773804446443933","5.0","911.0","204.224","188.91709775454422","0.828","0.172"
"5468","1.0","0.0","0.204","0.4029689814365369","5.0","1000.0","226.652","220.43372449786347","0.784","0.204"
"5469","1.0","0.0","0.248","0.43185182644050496","5.0","776.0","189.624","170.32884260746917","0.752","0.248"
"5470","1.0","0.0","0.204","0.4029689814365369","8.0","998.0","226.152","207.13501127525498","0.796","0.204"
"5471","1.0","0.0","0.256","0.4364218143035474","5.0","1000.0","205.24","187.9292803157613","0.736","0.256"
"5472","1.0","0.0","0.228","0.41954260808647315","7.0","1000.0","206.004","201.20231605028812","0.768","0.228"
"5473","1.0","0.0","0.176","0.380820167533181","6.0","956.0","210.092","184.0692139821323","0.824","0.176"
"5474","1.0","0.0","0.224","0.41692205506545227","7.0","1000.0","221.028","217.21473986817745","0.772","0.224"
"5475","1.0","0.0","0.248","0.43185182644050496","5.0","1000.0","205.54","195.30618116178505","0.748","0.248"
"5476","1.0","0.0","0.248","0.43185182644050496","5.0","1000.0","226.0","207.48511271896112","0.748","0.248"
"5477","1.0","0.0","0.24","0.4270831300812525","5.0","976.0","232.248","203.1134325838643","0.76","0.24"
"5478","1.0","0.0","0.216","0.41151427678757396","6.0","1000.0","235.448","219.08233907825615","0.776","0.216"
"5479","1.0","0.0","0.26","0.4386342439892262","5.0","1000.0","221.456","196.0248557300834","0.728","0.26"
"5480","1.0","0.0","0.252","0.43416126036301306","5.0","1000.0","205.732","195.89316521001956","0.732","0.252"
"5481","1.0","0.0","0.276","0.4470167782086037","6.0","1000.0","206.676","195.02784166369685","0.72","0.276"
"5482","1.0","0.0","0.248","0.43185182644050496","6.0","1000.0","223.576","215.97200796399514","0.74","0.248"
"5483","1.0","0.0","0.276","0.4470167782086037","7.0","1000.0","224.416","193.40472316879962","0.716","0.276"
"5484","1.0","0.0","0.232","0.42210899066473345","5.0","975.0","198.172","182.04761579323142","0.768","0.232"
"5485","1.0","0.0","0.22","0.41424630354415964","5.0","1000.0","202.604","183.14424693120992","0.772","0.22"
"5486","1.0","0.0","0.2","0.4","6.0","1000.0","208.908","196.14136620305257","0.792","0.2"
"5487","1.0","0.0","0.228","0.41954260808647315","6.0","1000.0","231.192","215.7267603613423","0.76","0.228"
"5488","1.0","0.0","0.22","0.41424630354415964","5.0","1000.0","234.352","219.11773113100642","0.768","0.22"
"5489","1.0","0.0","0.236","0.42462218500685994","10.0","1000.0","215.26","199.6628368024455","0.752","0.236"
"5490","1.0","0.0","0.232","0.42210899066473345","5.0","1000.0","196.436","193.67014716780696","0.76","0.232"
"5491","1.0","0.0","0.244","0.42949272403615874","7.0","1000.0","210.416","183.2751454616801","0.752","0.244"
"5492","1.0","0.0","0.232","0.42210899066473345","5.0","1000.0","229.6","199.05233482679873","0.764","0.232"
"5493","1.0","0.0","0.248","0.43185182644050496","5.0","1000.0","218.476","210.91892618729125","0.74","0.248"
"5494","1.0","0.0","0.276","0.4470167782086037","6.0","1000.0","215.516","198.14076244932548","0.712","0.276"
"5495","1.0","0.0","0.236","0.42462218500685994","6.0","1000.0","202.604","196.02548605729808","0.756","0.236"
"5496","1.0","0.0","0.196","0.39696851260521915","5.0","1000.0","199.34","196.69033631574277","0.796","0.196"
"5497","1.0","0.0","0.256","0.4364218143035474","6.0","1000.0","202.24","194.8415315070172","0.74","0.256"
"5498","1.0","0.0","0.264","0.44079927404658914","7.0","1000.0","232.18","210.97263234836873","0.728","0.264"
"5499","1.0","0.0","0.204","0.4029689814365369","5.0","1000.0","230.412","213.9786023321024","0.78","0.204"
"5500","1.0","0.0","0.244","0.42949272403615874","5.0","1000.0","220.26","202.55808154699733","0.744","0.244"
"5501","1.0","0.0","0.216","0.41151427678757396","5.0","1000.0","189.164","188.03336167818733","0.776","0.216"
"5502","1.0","0.0","0.212","0.408724846320847","7.0","1000.0","223.048","223.23307482539414","0.776","0.212"
"5503","1.0","0.0","0.272","0.4449898875255482","7.0","1000.0","238.908","230.57034400807058","0.72","0.272"
"5504","1.0","0.0","0.252","0.43416126036301306","6.0","1000.0","227.252","213.31166985423","0.744","0.252"
"5505","1.0","0.0","0.276","0.4470167782086037","5.0","1000.0","219.024","192.94562815466955","0.72","0.276"
"5506","1.0","0.0","0.168","0.3738662862575335","5.0","1000.0","222.588","223.6112569974955","0.82","0.168"
"5507","1.0","0.0","0.224","0.41692205506545227","6.0","1000.0","225.524","218.68181777184856","0.764","0.224"
"5508","1.0","0.0","0.236","0.42462218500685994","5.0","1000.0","241.14","227.4315905937432","0.756","0.236"
"5509","1.0","0.0","0.2","0.4","6.0","985.0","215.796","214.48347811428275","0.8","0.2"
"5510","1.0","0.0","0.26","0.4386342439892262","6.0","1000.0","209.604","187.5537234607727","0.736","0.26"
"5511","1.0","0.0","0.236","0.42462218500685994","6.0","1000.0","198.7","181.47674782186286","0.76","0.236"
"5512","1.0","0.0","0.248","0.43185182644050496","6.0","1000.0","226.38","215.25461110043605","0.74","0.248"
"5513","1.0","0.0","0.192","0.3938730760029175","5.0","1000.0","199.304","185.31744543890088","0.804","0.192"
"5514","1.0","0.0","0.176","0.380820167533181","5.0","1000.0","205.584","193.2875033311776","0.816","0.176"
"5515","1.0","0.0","0.244","0.42949272403615874","7.0","1000.0","220.26","205.11386203764974","0.752","0.244"
"5516","1.0","0.0","0.216","0.41151427678757396","6.0","1000.0","199.944","182.92185452810168","0.776","0.216"
"5517","1.0","0.0","0.272","0.4449898875255482","5.0","1000.0","208.66","192.91826352110886","0.724","0.272"
"5518","1.0","0.0","0.248","0.43185182644050496","5.0","1000.0","218.508","197.47324359517668","0.744","0.248"
"5519","1.0","0.0","0.228","0.41954260808647315","7.0","1000.0","205.192","188.31905675209822","0.764","0.228"
"5520","1.0","0.0","0.248","0.43185182644050496","7.0","1000.0","233.5","210.10455016491196","0.736","0.248"
"5521","1.0","0.0","0.304","0.4599826083668816","5.0","873.0","224.376","183.64194135327583","0.696","0.304"
"5522","1.0","0.0","0.26","0.4386342439892262","5.0","811.0","201.792","181.101111912655","0.74","0.26"
"5523","1.0","0.0","0.196","0.39696851260521915","8.0","1000.0","220.248","203.87944108222385","0.792","0.196"
"5524","1.0","0.0","0.212","0.408724846320847","5.0","1000.0","197.496","192.52940031070582","0.784","0.212"
"5525","1.0","0.0","0.26","0.4386342439892262","7.0","1000.0","221.328","202.94599384072603","0.736","0.26"
"5526","1.0","0.0","0.236","0.42462218500685994","5.0","1000.0","202.372","185.94776044900354","0.756","0.236"
"5527","1.0","0.0","0.244","0.42949272403615874","5.0","1000.0","231.716","219.82108029941082","0.74","0.244"
"5528","1.0","0.0","0.188","0.3907121702737195","7.0","1000.0","198.4","199.3157695718028","0.8","0.188"
"5529","1.0","0.0","0.192","0.3938730760029175","5.0","1000.0","206.932","216.74227869984207","0.788","0.192"
"5530","1.0","0.0","0.216","0.41151427678757396","5.0","1000.0","199.244","205.60132408133953","0.768","0.216"
"5531","1.0","0.0","0.228","0.41954260808647315","7.0","1000.0","207.1","191.2527176277503","0.768","0.228"
"5532","1.0","0.0","0.268","0.4429175995600084","7.0","1000.0","226.636","200.3292277826678","0.728","0.268"
"5533","1.0","0.0","0.208","0.4058768286069063","5.0","839.0","190.476","169.47774315230893","0.792","0.208"
"5534","1.0","0.0","0.24","0.4270831300812525","5.0","1000.0","232.088","200.53452634396896","0.756","0.24"
"5535","1.0","0.0","0.232","0.42210899066473345","5.0","1000.0","211.492","185.863589591937","0.764","0.232"
"5536","1.0","0.0","0.256","0.4364218143035474","5.0","1000.0","207.828","204.71798752430132","0.732","0.256"
"5537","1.0","0.0","0.24","0.4270831300812525","7.0","1000.0","232.308","220.395909980199","0.748","0.24"
"5538","1.0","0.0","0.276","0.4470167782086037","5.0","933.0","226.184","201.49224834717592","0.724","0.276"
"5539","1.0","0.0","0.216","0.41151427678757396","5.0","1000.0","226.5","216.73778166254263","0.764","0.216"
"5540","1.0","0.0","0.164","0.3702755730533679","6.0","925.0","212.732","195.4515698990417","0.836","0.164"
"5541","1.0","0.0","0.252","0.43416126036301306","6.0","1000.0","218.164","211.29795338336814","0.736","0.252"
"5542","1.0","0.0","0.204","0.4029689814365369","5.0","1000.0","193.036","178.98892341147817","0.792","0.204"
"5543","1.0","0.0","0.228","0.41954260808647315","6.0","1000.0","215.144","189.4783662163045","0.768","0.228"
"5544","1.0","0.0","0.184","0.3874841932259947","10.0","1000.0","201.504","193.68903423787316","0.812","0.184"
"5545","1.0","0.0","0.26","0.4386342439892262","5.0","1000.0","224.944","210.6041520578358","0.728","0.26"
"5546","1.0","0.0","0.228","0.41954260808647315","7.0","995.0","211.296","184.5619256076399","0.772","0.228"
"5547","1.0","0.0","0.24","0.4270831300812525","5.0","1000.0","228.184","228.8729388634663","0.736","0.24"
"5548","1.0","0.0","0.228","0.41954260808647315","7.0","1000.0","214.096","192.39180539721536","0.768","0.228"
"5549","1.0","0.0","0.2","0.4","5.0","1000.0","205.088","213.3283297079879","0.784","0.2"
"5550","1.0","0.0","0.216","0.41151427678757396","5.0","1000.0","209.516","202.37822448079737","0.776","0.216"
"5551","1.0","0.0","0.264","0.44079927404658914","6.0","1000.0","207.84","201.79567487931942","0.728","0.264"
"5552","1.0","0.0","0.212","0.408724846320847","5.0","1000.0","206.196","200.92151100367528","0.776","0.212"
"5553","1.0","0.0","0.252","0.43416126036301306","7.0","1000.0","225.66","204.76437287770554","0.732","0.252"
"5554","1.0","0.0","0.224","0.41692205506545227","6.0","972.0","207.992","200.19548430471656","0.776","0.224"
"5555","1.0","0.0","0.256","0.4364218143035474","5.0","1000.0","216.732","204.08226815674118","0.736","0.256"
"5556","1.0","0.0","0.236","0.42462218500685994","7.0","1000.0","221.428","196.04845527573022","0.76","0.236"
"5557","1.0","0.0","0.244","0.42949272403615874","6.0","883.0","215.544","196.33986875823257","0.756","0.244"
"5558","1.0","0.0","0.224","0.41692205506545227","5.0","1000.0","213.076","199.39486007417543","0.76","0.224"
"5559","1.0","0.0","0.192","0.3938730760029175","5.0","1000.0","203.992","208.46803096877952","0.788","0.192"
"5560","1.0","0.0","0.26","0.4386342439892262","5.0","1000.0","207.892","193.21588013411318","0.736","0.26"
"5561","1.0","0.0","0.212","0.408724846320847","5.0","959.0","208.772","174.48860139275573","0.788","0.212"
"5562","1.0","0.0","0.2","0.4","8.0","1000.0","213.852","196.50206639117053","0.792","0.2"
"5563","1.0","0.0","0.208","0.4058768286069063","5.0","1000.0","211.54","198.32373635044289","0.788","0.208"
"5564","1.0","0.0","0.256","0.4364218143035474","6.0","1000.0","206.344","193.7564493481442","0.74","0.256"
"5565","1.0","0.0","0.188","0.3907121702737195","7.0","1000.0","217.188","209.21002044835234","0.804","0.188"
"5566","1.0","0.0","0.288","0.452831094338717","5.0","1000.0","238.532","219.59226073794125","0.692","0.288"
"5567","1.0","0.0","0.22","0.41424630354415964","5.0","1000.0","224.968","203.5269588432943","0.768","0.22"
"5568","1.0","0.0","0.216","0.41151427678757396","5.0","1000.0","206.72","201.68982522675753","0.776","0.216"
"5569","1.0","0.0","0.212","0.408724846320847","5.0","1000.0","217.14","203.1568271065484","0.772","0.212"
"5570","1.0","0.0","0.24","0.4270831300812525","5.0","980.0","212.436","196.20233919094846","0.76","0.24"
"5571","1.0","0.0","0.252","0.43416126036301306","7.0","1000.0","219.58","212.8348552281791","0.732","0.252"
"5572","1.0","0.0","0.22","0.41424630354415964","6.0","1000.0","233.98","217.06571263099113","0.776","0.22"
"5573","1.0","0.0","0.272","0.4449898875255482","7.0","1000.0","228.98","196.5395522534841","0.72","0.272"
"5574","1.0","0.0","0.2","0.4","5.0","1000.0","234.964","231.922216926279","0.784","0.2"
"5575","1.0","0.0","0.248","0.43185182644050496","6.0","1000.0","236.328","210.69421543079915","0.74","0.248"
"5576","1.0","0.0","0.26","0.4386342439892262","5.0","1000.0","226.748","203.90600897472345","0.736","0.26"
"5577","1.0","0.0","0.22","0.41424630354415964","5.0","1000.0","204.32","193.40639493046757","0.772","0.22"
"5578","1.0","0.0","0.216","0.41151427678757396","5.0","1000.0","220.624","215.15767851508343","0.768","0.216"
"5579","1.0","0.0","0.24","0.4270831300812525","7.0","1000.0","204.704","198.54641871360965","0.752","0.24"
"5580","1.0","0.0","0.172","0.3773804446443933","5.0","1000.0","213.452","202.1837176827056","0.824","0.172"
"5581","1.0","0.0","0.26","0.4386342439892262","7.0","1000.0","199.46","193.87177308726504","0.736","0.26"
"5582","1.0","0.0","0.22","0.41424630354415964","5.0","1000.0","216.812","215.29659694477286","0.776","0.22"
"5583","1.0","0.0","0.196","0.39696851260521915","13.0","1000.0","199.356","197.98138615536558","0.792","0.196"
"5584","1.0","0.0","0.208","0.4058768286069063","7.0","1000.0","211.86","195.22372909049767","0.788","0.208"
